合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1511                        ,6696.8,6757,6614.8,9553,1276514.256,11972,-47.0,6656.2,6648.6,6687.4,-31.2,-38.8,--,--
IC1512                        ,6484.6,6484.6,6340.2,1158,148325.612,5218,-53.0,6384.6,6374.8,6412.8,-28.2,-38.0,--,--
IC1603                        ,6058,6089,5962.2,73,8781.608,951,0.0,5968.8,5998.4,6015.6,-46.8,-17.2,--,--
IC1606                        ,5847.8,5866.4,5750,16,1857.928,90,8.0,5778,5761.8,5785.4,-7.4,-23.6,--,--
小计,,,,10800,1435479.404,18231.0,-92.0,,,,,,
IF1511                        ,3415.2,3424,3370,13113,1336875.102,23982,376.0,3376.6,3382.2,3398.4,-21.8,-16.2,--,--
IF1512                        ,3315,3327,3275,2439,241684.596,19034,-30.0,3282,3288,3302.4,-20.4,-14.4,--,--
IF1603                        ,3180.6,3197.8,3153,161,15338.922,1580,42.0,3160,3162.8,3175,-15.0,-12.2,--,--
IF1606                        ,3096,3114,3080,55,5108.916,326,27.0,3088.8,3085.8,3085.4,3.4,0.4,--,--
小计,,,,15768,1599007.536,44922.0,415.0,,,,,,
IH1511                        ,2275.2,2282.8,2247,4603,313167.906,9437,292.0,2251,2256.6,2269,-18.0,-12.4,--,--
IH1512                        ,2247.6,2259,2228,737,49663.116,7860,-113.0,2228,2236,2248.8,-20.8,-12.8,--,--
IH1603                        ,2216.8,2225.8,2188.8,44,2915.874,680,12.0,2195,2198,2211.8,-16.8,-13.8,--,--
IH1606                        ,2240.6,2240.6,2170.6,22,1447.182,45,17.0,2170.6,2170.6,2186.2,-15.6,-15.6,--,--
小计,,,,5406,367194.078,18022.0,208.0,,,,,,
T1512                         ,98.82,98.875,98.555,16498,1628340.88,17715,7.0,98.6,98.635,98.84,-0.24,-0.205,--,--
T1603                         ,98.885,98.9,98.6,1574,155371.545,8262,417.0,98.63,98.675,98.87,-0.24,-0.195,--,--
T1606                         ,98.945,98.945,98.68,113,11163.77,1098,37.0,98.68,98.695,98.905,-0.225,-0.210,--,--
小计,,,,18185,1794876.195,27075.0,461.0,,,,,,
TF1512                        ,99.94,99.97,99.74,52371,5229365.74,18295,423.0,99.75,99.795,99.93,-0.18,-0.135,--,--
TF1603                        ,99.95,99.995,99.79,852,85099.81,5004,147.0,99.81,99.84,99.965,-0.155,-0.125,--,--
TF1606                        ,99.995,99.995,99.845,27,2697.3,1241,3.0,99.845,99.86,100.04,-0.195,-0.18,--,--
小计,,,,53250,5317162.85,24540.0,573.0,,,,,,
合计,,,,103409,10513720.063,132790.0,1565.0,,,,,,
