合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,Delta
IC2205                        ,5693,5765.6,5614.4,83917,9529622.776,107542,-646.0,5686.6,5704.4,5729.4,-42.8,-25.0,--
IC2206                        ,5636,5717.2,5574.4,36195,4079231.204,127696,-2195.0,5645,5658.6,5698.8,-53.8,-40.2,--
IC2209                        ,5547.8,5598.8,5470,26002,2872613.516,109311,1559.0,5532.4,5549.8,5596.6,-64.2,-46.8,--
IC2212                        ,5475,5525,5390.2,7597,828118.336,11232,2375.0,5466.6,5481.6,5527.4,-60.8,-45.8,--
小计,,,,153711,17309585.832,355781.0,1093.0,,,,,,
IF2205                        ,3970,4043.6,3953,86195,10350204.672,88262,-6525.0,4011.8,4018.4,3994.2,17.6,24.2,--
IF2206                        ,3951,4029,3938.4,28721,3437216.892,80985,-4354.0,3997.2,4005.6,3981.8,15.4,23.8,--
IF2209                        ,3900.2,3974.8,3887.2,7897,931871.346,44169,-1077.0,3944,3952,3930,14.0,22.0,--
IF2212                        ,3900,3961.4,3877.4,1912,224818.986,3648,11.0,3932.4,3940,3918,14.4,22.0,--
小计,,,,124725,14944111.896,217064.0,-11945.0,,,,,,
IH2205                        ,2778.4,2831,2772.6,39879,3360312.954,38072,-4381.0,2815.2,2817.8,2801.2,14.0,16.6,--
IH2206                        ,2780,2819.8,2767.8,16651,1398960.774,36776,-1998.0,2806,2808,2794,12.0,14.0,--
IH2209                        ,2744,2781.8,2732,8373,693736.188,28997,-802.0,2769,2769.4,2758.6,10.4,10.8,--
IH2212                        ,2745.4,2788.8,2735,2342,194536.17,3365,578.0,2781.8,2777.6,2764,17.8,13.6,--
小计,,,,67245,5647546.086,107210.0,-6603.0,,,,,,
IO2205-C-3550                 ,445,477,444.6,13,60.848,150,8.0,475,472.6,462,13.0,10.6,0.9590
IO2205-C-3600                 ,392.4,429.6,392.4,17,71.296,73,-1.0,413.4,425,414.2,-0.8,10.8,0.9420
IO2205-C-3650                 ,366.8,402.8,365.4,58,216.242,69,8.0,379.8,380,369.6,10.2,10.4,0.9110
IO2205-C-3700                 ,315.2,346.6,300,122,398.948,102,15.0,341.4,335.8,329.2,12.2,6.6,0.8790
IO2205-C-3750                 ,270,316.4,259,198,572.954,139,63.0,294.4,292.8,280.6,13.8,12.2,0.8410
IO2205-C-3800                 ,231.2,274,221,280,688.004,305,101.0,256.6,250.8,241.4,15.2,9.4,0.7970
IO2205-C-3850                 ,195.2,233.6,186,365,765.358,390,-12.0,215.4,212.8,208.2,7.2,4.6,0.7420
IO2205-C-3900                 ,162.8,196,153.8,1694,2967.902,645,25.0,178.2,177.8,171.6,6.6,6.2,0.6800
IO2205-C-3950                 ,120.4,160,118,2480,3518.19,1158,82.0,143.2,143.2,137.8,5.4,5.4,0.6140
IO2205-C-4000                 ,88.2,128.4,88.2,7202,8208.528,2400,405.0,113,113,110.8,2.2,2.2,0.5400
IO2205-C-4050                 ,77.6,99.8,76,7153,6395.084,2470,-104.0,86.2,86.2,86.2,0.0,0.0,0.4620
IO2205-C-4100                 ,58,74.8,57,7974,5379.232,4653,-60.0,65.2,65.2,65.2,0.0,0.0,0.3850
IO2205-C-4150                 ,44.8,55.4,42,3916,1987.418,4771,-33.0,49,49,48.8,0.2,0.2,0.3130
IO2205-C-4200                 ,30,41.4,28,8270,3115.756,10238,-720.0,33.6,33.6,36.8,-3.2,-3.2,0.2410
IO2205-C-4250                 ,24.2,29,22,2642,690.618,4572,-15.0,23,23,26.8,-3.8,-3.8,0.1810
IO2205-C-4300                 ,16.4,21,15.6,3165,588.79,5891,241.0,15.6,15.6,18.4,-2.8,-2.8,0.1330
IO2205-C-4350                 ,11.6,14.4,10,1513,187.442,3246,223.0,10,10,12.8,-2.8,-2.8,0.0930
IO2205-C-4400                 ,8.2,10,6.8,1585,138.248,3314,57.0,6.8,6.8,9.2,-2.4,-2.4,0.0670
IO2205-C-4450                 ,5.4,6.8,4.6,578,34.4,2031,-5.0,4.6,4.6,6.2,-1.6,-1.6,0.0470
IO2205-C-4500                 ,4.8,6,4,1045,51.378,5698,-137.0,4,4,5.6,-1.6,-1.6,0.0400
IO2205-C-4550                 ,3.4,3.8,2.6,397,13.152,1958,-88.0,2.8,2.8,3.4,-0.6,-0.6,0.0290
IO2205-C-4600                 ,2.4,2.8,1.8,485,10.97,2181,-110.0,2,2,2.4,-0.4,-0.4,0.0210
IO2205-C-4650                 ,1.8,2,1.6,131,2.288,921,-28.0,1.6,1.6,1.8,-0.2,-0.2,0.0170
IO2205-C-4700                 ,1.8,1.8,1.2,249,3.926,1078,-66.0,1.2,1.2,1.6,-0.4,-0.4,0.0130
IO2205-C-4750                 ,1.4,1.4,1,81,1.058,755,-38.0,1,1,1.2,-0.2,-0.2,0.0100
IO2205-C-4800                 ,1,1.2,.8,104,1.098,776,-19.0,.8,.8,1,-0.2,-0.2,0.0080
IO2205-C-4850                 ,1,1,.8,123,1.188,473,7.0,.8,.8,.8,0.0,0.0,0.0080
IO2205-C-4900                 ,.8,.8,.8,9,0.072,444,-3.0,.8,.8,.8,0.0,0.0,0.0080
IO2205-C-4950                 ,.8,1,.8,27,0.228,447,0.0,1,.6,.8,0.2,-0.2,0.0070
IO2205-C-5000                 ,1,1,.8,14,0.126,602,-1.0,.8,.6,.8,0.0,-0.2,0.0060
IO2205-C-5100                 ,.8,.8,.6,34,0.218,378,-2.0,.6,.6,.6,0.0,0.0,0.0050
IO2205-C-5200                 ,1,1,.6,196,1.236,740,135.0,.6,.6,.2,0.4,0.4,0.0050
IO2205-P-3550                 ,17,20.2,9.2,1915,276.854,2225,113.0,11.8,11.8,12.8,-1.0,-1.0,-0.0730
IO2205-P-3600                 ,20,26,11.6,1234,226.804,1653,119.0,15,15,15.8,-0.8,-0.8,-0.0910
IO2205-P-3650                 ,26.2,32.6,15.6,933,213.862,904,53.0,19.8,19.8,22,-2.2,-2.2,-0.1160
IO2205-P-3700                 ,36.6,42,20.2,1885,585.606,1795,105.0,25.8,25.8,28,-2.2,-2.2,-0.1470
IO2205-P-3750                 ,45.2,52.4,26.4,1200,470.492,2008,138.0,33.4,33.4,36.2,-2.8,-2.8,-0.1830
IO2205-P-3800                 ,53.4,65.4,33.8,4825,2343.126,3289,396.0,42,42,46,-4.0,-4.0,-0.2240
IO2205-P-3850                 ,69.6,81,43,3122,1864.492,2268,85.0,53,53,59,-6.0,-6.0,-0.2730
IO2205-P-3900                 ,86,99.2,54,5655,4161.534,3437,446.0,65.6,65.6,72.8,-7.2,-7.2,-0.3270
IO2205-P-3950                 ,110.6,119.8,67.4,6487,5960.624,2163,258.0,81.6,81.6,91.8,-10.2,-10.2,-0.3900
IO2205-P-4000                 ,128.2,144,84.8,9871,10901.608,4052,726.0,101.2,101.2,113,-11.8,-11.8,-0.4590
IO2205-P-4050                 ,157.2,172.2,106.2,5422,7311.726,2215,-333.0,124.4,124.4,135,-10.6,-10.6,-0.5320
IO2205-P-4100                 ,181,203,131,3892,6340.382,4679,-178.0,152.8,152.8,162.8,-10.0,-10.0,-0.6060
IO2205-P-4150                 ,221.4,239.2,161.6,1652,3189.17,2528,7.0,182.4,182.4,199.2,-16.8,-16.8,-0.6810
IO2205-P-4200                 ,259.4,279,196.2,881,1993.682,4205,-214.0,216,220,233.4,-17.4,-13.4,-0.7430
IO2205-P-4250                 ,309.4,316.6,237.6,339,964.838,1949,-70.0,255.4,258.2,278,-22.6,-19.8,-0.8030
IO2205-P-4300                 ,340,357,276,467,1489.104,1846,-149.0,298.4,301.8,319,-20.6,-17.2,-0.8430
IO2205-P-4350                 ,392.2,407.2,323.8,216,809.494,404,-18.0,344,347,363.6,-19.6,-16.6,-0.8750
IO2205-P-4400                 ,433.6,441.2,365,210,839.298,636,11.0,391.6,393.8,414.8,-23.2,-21.0,-0.8990
IO2205-P-4450                 ,485.4,489.2,436.6,55,251.528,299,-4.0,437.4,440.8,458.6,-21.2,-17.8,-0.9210
IO2205-P-4500                 ,541.8,541.8,480.4,74,375.514,450,-12.0,487.8,484.8,507.4,-19.6,-22.6,-0.9600
IO2205-P-4550                 ,583.4,583.4,528,50,278.7,118,5.0,538.6,533.6,558.6,-20.0,-25.0,-0.9710
