合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,Delta
IC2205                        ,5561.8,5616.8,5286,101696,11133704.676,114732,7190.0,5316.8,5371.6,5704.4,-387.6,-332.8,--
IC2206                        ,5550.8,5567.2,5221.4,41347,4480217.784,128461,765.0,5250.2,5321.2,5658.6,-408.4,-337.4,--
IC2209                        ,5438,5453,5111.2,22841,2422088.832,108301,-1010.0,5135,5211.8,5549.8,-414.8,-338.0,--
IC2212                        ,5350,5381,5055,8925,934675.216,14167,2935.0,5078.4,5150.4,5481.6,-403.2,-331.2,--
小计,,,,174809,18970686.508,365661.0,9880.0,,,,,,
IF2205                        ,3933.4,3964.4,3800,113887,13354387.392,101633,13371.0,3809.8,3851.8,4018.4,-208.6,-166.6,--
IF2206                        ,3919,3952.2,3787.2,37780,4415750.934,84949,3964.0,3798,3842.4,4005.6,-207.6,-163.2,--
IF2209                        ,3864,3901.4,3738,16021,1850554.308,49588,5419.0,3751.4,3789.6,3952,-200.6,-162.4,--
IF2212                        ,3852,3890,3732.2,3332,383923.764,5101,1453.0,3754.2,3791.4,3940,-185.8,-148.6,--
小计,,,,171020,20004616.398,241271.0,24207.0,,,,,,
IH2205                        ,2752.6,2781,2675.6,53887,4440020.856,45979,7907.0,2679.2,2710.4,2817.8,-138.6,-107.4,--
IH2206                        ,2750,2774.4,2668.2,20111,1653397.836,38783,2007.0,2672.8,2705.6,2808,-135.2,-102.4,--
IH2209                        ,2708.4,2736.6,2631,10119,820000.014,29327,330.0,2636.8,2667,2769.4,-132.6,-102.4,--
IH2212                        ,2713.8,2746.2,2645.2,2223,180925.92,3419,54.0,2646.2,2675.6,2777.6,-131.4,-102.0,--
小计,,,,86340,7094344.626,117508.0,10298.0,,,,,,
IO2205-C-3550                 ,416.6,419.4,302,33,113.87,164,14.0,302,302,472.6,-170.6,-170.6,0.9870
IO2205-C-3600                 ,349.2,374.6,262.4,71,228.358,72,-1.0,262.8,261.2,425,-162.2,-163.8,0.9010
IO2205-C-3650                 ,320,343.8,225.6,158,457.338,115,46.0,227,227,380,-153.0,-153.0,0.8120
IO2205-C-3700                 ,284.4,295.6,190.4,679,1600.692,363,261.0,191.2,191.2,335.8,-144.6,-144.6,0.7430
IO2205-C-3750                 ,242.2,256,158.2,533,1130.702,306,167.0,159.6,159.6,292.8,-133.2,-133.2,0.6680
IO2205-C-3800                 ,218,224,130,1775,3206.078,871,566.0,132.6,132.6,250.8,-118.2,-118.2,0.5910
IO2205-C-3850                 ,170.6,187.2,105.6,1946,2871.582,723,333.0,106.8,106.8,212.8,-106.0,-106.0,0.5160
IO2205-C-3900                 ,150.2,154.6,83.4,5749,7149.254,1595,950.0,85.4,85.4,177.8,-92.4,-92.4,0.4430
IO2205-C-3950                 ,101.6,125.2,64,7109,7307.818,2205,1047.0,67.4,67.4,143.2,-75.8,-75.8,0.3730
IO2205-C-4000                 ,85,98.6,49,12111,9711.998,4070,1670.0,51.4,51.4,113,-61.6,-61.6,0.3070
IO2205-C-4050                 ,66,75.4,37.2,6604,4121.592,2997,527.0,39,39,86.2,-47.2,-47.2,0.2490
IO2205-C-4100                 ,49.8,57.2,27.2,9476,4410.368,5782,1129.0,29,29,65.2,-36.2,-36.2,0.1980
IO2205-C-4150                 ,40,42.8,20.8,5717,2049.808,5888,1117.0,22.6,22.6,49,-26.4,-26.4,0.1590
IO2205-C-4200                 ,25,31,16,6385,1637.182,11000,762.0,18,18,33.6,-15.6,-15.6,0.1300
IO2205-C-4250                 ,13,21.6,11,3250,575.868,4843,271.0,12.8,12.8,23,-10.2,-10.2,0.0980
IO2205-C-4300                 ,10,15.2,8,3817,482.618,5791,-100.0,9.8,9.8,15.6,-5.8,-5.8,0.0770
IO2205-C-4350                 ,6.8,10,5.6,2113,178.534,3159,-87.0,6.8,6.8,10,-3.2,-3.2,0.0570
IO2205-C-4400                 ,5,6.6,4,2139,120.668,3513,199.0,4.8,4.8,6.8,-2.0,-2.0,0.0420
IO2205-C-4450                 ,3.4,5.2,3,1041,43.11,1879,-152.0,3.8,3.8,4.6,-0.8,-0.8,0.0330
IO2205-C-4500                 ,3.2,4.4,3,1644,60.518,5462,-236.0,3.4,3.4,4,-0.6,-0.6,0.0290
