合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,Delta
IC2205                        ,6040.4,6087.8,6021.2,52752,6390295.976,94798,-3351.0,6066.6,6053.6,6049.8,16.8,3.8,--
IC2206                        ,6010.2,6044.4,5984.2,20544,2471763.74,125607,-1194.0,6027.6,6014.6,6008,19.6,6.6,--
IC2209                        ,5890,5938,5878.2,10047,1187057.396,103324,281.0,5923,5908,5901.2,21.8,6.8,--
IC2212                        ,5809.4,5845.4,5784.4,2761,321201.756,4005,668.0,5836.6,5821,5808.8,27.8,12.2,--
小计,,,,86104,10370318.868,327734.0,-3596.0,,,,,,
IF2205                        ,4165,4188,4105.2,75170,9343481.88,81341,4432.0,4134.8,4122.6,4152.4,-17.6,-29.8,--
IF2206                        ,4150,4173.4,4095,23355,2895607.062,82653,353.0,4124.6,4112.4,4139,-14.4,-26.6,--
IF2209                        ,4087,4120.8,4044.2,8296,1015643.904,43141,389.0,4071.4,4060.2,4087.4,-16.0,-27.2,--
IF2212                        ,4080,4102,4026.8,1410,171752.832,1966,-86.0,4056,4040.6,4065.6,-9.6,-25.0,--
小计,,,,108231,13426485.678,209101.0,5088.0,,,,,,
IH2205                        ,2893.8,2907.4,2840.4,36691,3163434.21,37642,1217.0,2865,2855.8,2888.4,-23.4,-32.6,--
IH2206                        ,2890,2903,2837.8,16258,1399553.784,38211,-1222.0,2859,2849.8,2883.8,-24.8,-34.0,--
IH2209                        ,2852.8,2867.4,2803.8,9274,787623.984,27778,868.0,2822.2,2813.6,2848.2,-26.0,-34.6,--
IH2212                        ,2854.2,2862.6,2803.6,1386,117694.788,1752,362.0,2821.8,2815.6,2842,-20.2,-26.4,--
小计,,,,63609,5468306.766,105383.0,1225.0,,,,,,
IO2205-C-3550                 ,600,600,563,23,134.424,125,3.0,581.8,586.6,610.8,-29.0,-24.2,0.9250
IO2205-C-3600                 ,550,550,530,27,147.224,53,1.0,530.2,538.6,562.4,-32.2,-23.8,0.9150
IO2205-C-3650                 ,500,500,482.2,6,29.804,52,-2.0,487.2,490.8,514.4,-27.2,-23.6,0.9020
IO2205-C-3700                 ,435.2,436.2,422,14,61.206,67,2.0,430,442.6,467,-37.0,-24.4,0.8890
IO2205-C-3750                 ,388.8,389.2,388.8,10,39.532,41,-2.0,389.2,397,420.2,-31.0,-23.2,0.8670
IO2205-C-3800                 ,366,366,340.4,27,96.178,68,-2.0,341.8,351.4,374.4,-32.6,-23.0,0.8430
IO2205-C-3850                 ,346,346,288.8,91,276.806,94,20.0,303,307.2,329.8,-26.8,-22.6,0.8130
IO2205-C-3900                 ,293,306,246,129,344.93,300,28.0,261.8,264.4,285.8,-24.0,-21.4,0.7760
IO2205-C-3950                 ,263.2,263.2,205.8,129,289.178,221,31.0,221,223.8,243.4,-22.4,-19.6,0.7300
IO2205-C-4000                 ,203.2,223,170.4,742,1379.61,1009,234.0,188,188,203.6,-15.6,-15.6,0.6740
IO2205-C-4050                 ,173,185,137.4,1027,1581.142,1428,200.0,150,148.8,166,-16.0,-17.2,0.6170
IO2205-C-4100                 ,136.6,150.8,108.2,4393,5547.63,2357,366.0,119.2,119.2,134.8,-15.6,-15.6,0.5460
IO2205-C-4150                 ,103.8,118.8,83.6,5927,5844.342,2973,458.0,92,92,103.8,-11.8,-11.8,0.4710
IO2205-C-4200                 ,81.6,92,63.8,10823,8184.68,7143,2101.0,68.4,68.4,78.8,-10.4,-10.4,0.3930
IO2205-C-4250                 ,58.4,68,46,3954,2160.502,3482,625.0,48.8,48.8,58,-9.2,-9.2,0.3160
IO2205-C-4300                 ,43,49.4,32.6,4586,1817.444,4521,347.0,35,35,41.4,-6.4,-6.4,0.2480
IO2205-C-4350                 ,31.2,34.4,22.2,1843,495.392,2392,328.0,23.2,23.2,29.2,-6.0,-6.0,0.1830
IO2205-C-4400                 ,20,23.8,15,2093,391.83,3226,424.0,16,16,19.8,-3.8,-3.8,0.1360
IO2205-C-4450                 ,14.4,16.4,10.2,1187,147.204,2137,87.0,10.6,10.6,13.4,-2.8,-2.8,0.0970
IO2205-C-4500                 ,9.8,12,7.8,1604,147.384,6246,248.0,7.8,7.8,9.6,-1.8,-1.8,0.0730
IO2205-C-4550                 ,6.8,7.2,5,485,29.186,1969,56.0,5,5,6,-1.0,-1.0,0.0500
IO2205-C-4600                 ,4,5,3.6,430,17.578,2123,83.0,3.6,3.6,4.2,-0.6,-0.6,0.0370
IO2205-C-4650                 ,3.6,3.6,2.4,162,4.766,856,68.0,2.4,2.4,3,-0.6,-0.6,0.0260
IO2205-C-4700                 ,2.6,2.6,1.8,263,5.442,1290,169.0,2,2,2.2,-0.2,-0.2,0.0210
IO2205-C-4750                 ,1.6,1.6,1.4,111,1.692,762,47.0,1.4,1.4,1.6,-0.2,-0.2,0.0150
IO2205-C-4800                 ,1.4,1.4,1,107,1.242,831,72.0,1.2,1.2,1.2,0.0,0.0,0.0130
IO2205-C-4850                 ,1.2,1.2,.8,42,0.434,507,4.0,.8,.8,1,-0.2,-0.2,0.0090
IO2205-C-4900                 ,1,1,.8,39,0.374,485,-5.0,.8,.8,1,-0.2,-0.2,0.0080
IO2205-C-4950                 ,1,1,.8,11,0.09,448,6.0,.8,.8,.8,0.0,0.0,0.0080
IO2205-C-5000                 ,.8,.8,.6,133,1.052,626,4.0,.8,.8,.8,0.0,0.0,0.0080
IO2205-C-5100                 ,.8,.8,.8,32,0.256,396,8.0,.8,.8,.8,0.0,0.0,0.0070
IO2205-C-5200                 ,.8,.8,.8,32,0.256,641,26.0,.8,.8,.8,0.0,0.0,0.0070
IO2205-P-3550                 ,3.2,5.2,3,551,21.748,2139,20.0,4,4,4,0.0,0.0,-0.0300
IO2205-P-3600                 ,4.6,7.2,4.6,436,23.598,1234,96.0,5.8,5.8,5.6,0.2,0.2,-0.0420
IO2205-P-3650                 ,6,9.8,6,452,35.132,679,-6.0,8,8,7.2,0.8,0.8,-0.0560
IO2205-P-3700                 ,9.2,13.8,7.8,1035,113.53,1325,15.0,10.6,10.6,9.6,1.0,1.0,-0.0730
IO2205-P-3750                 ,10.6,18.2,10.4,526,80.722,1658,166.0,14.4,14.4,12.4,2.0,2.0,-0.0960
IO2205-P-3800                 ,16.6,23.6,13.8,959,173.362,3274,66.0,18.8,18.8,16.6,2.2,2.2,-0.1230
IO2205-P-3850                 ,20.4,30,17.6,737,174.316,2093,26.0,24.2,24.2,21.6,2.6,2.6,-0.1550
IO2205-P-3900                 ,28,39.2,23,1504,465.554,2817,-63.0,31.8,31.8,28,3.8,3.8,-0.1970
IO2205-P-3950                 ,34.4,49.8,30.2,1216,487.954,1416,87.0,40,40,35.6,4.4,4.4,-0.2440
IO2205-P-4000                 ,46,64,38.4,3130,1595.546,2658,85.0,52.4,52.4,46.2,6.2,6.2,-0.3050
IO2205-P-4050                 ,57.8,81.2,49.8,2375,1590.274,2415,211.0,67,67,56,11.0,11.0,-0.3730
IO2205-P-4100                 ,75,102.2,64,7867,6596.672,4663,96.0,84.2,84.2,75,9.2,9.2,-0.4500
IO2205-P-4150                 ,96,126.6,82.2,5248,5433.286,2919,138.0,106.8,106.8,96.2,10.6,10.6,-0.5350
IO2205-P-4200                 ,117.8,155.8,104.4,4764,6140.368,3698,335.0,133.2,133.2,121,12.2,12.2,-0.6240
IO2205-P-4250                 ,140,187,131.8,1082,1725.124,2156,89.0,164,164,147.6,16.4,16.4,-0.7130
IO2205-P-4300                 ,180,224.8,162,889,1744.8,1998,85.0,200.2,198,182.4,17.8,15.6,-0.8030
IO2205-P-4350                 ,199.2,261.6,199,164,387.418,434,-1.0,241.4,239.6,219.8,21.6,19.8,-0.8670
IO2205-P-4400                 ,241.8,302,241.2,170,475.516,718,16.0,285,279.6,261.2,23.8,18.4,-0.9560
IO2205-P-4450                 ,313.4,344.8,310.6,31,101.886,339,6.0,327.8,327.8,304.4,23.4,23.4,-0.9810
IO2205-P-4500                 ,337.8,398,332.6,56,203,472,4.0,374,384.6,350.4,23.6,34.2,-0.9240
IO2205-P-4550                 ,392.4,440,392.4,14,59.81,118,3.0,440,432.2,397,43.0,35.2,-0.9450
IO2205-P-4600                 ,430,487.2,426.6,23,106.98,186,1.0,483.2,480.4,451.4,31.8,29.0,-0.9590
IO2205-P-4650                 ,526.4,526.4,525.8,9,47.34,182,-1.0,525.8,529.2,500,25.8,29.2,-0.9690
IO2205-P-4700                 ,563,575.8,563,13,73.77,72,0.0,575.4,578.4,549,26.4,29.4,-0.9770
