合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1607                        ,6011,6201,6011,14960,1835074.468,24454,460.0,6159.6,6183.6,6047.8,111.8,135.8,--,--
IC1608                        ,5930.2,6099.2,5926.2,844,102001.304,1626,262.0,6058.8,6083.2,5945.8,113.0,137.4,--,--
IC1609                        ,5840,6015,5821.2,1315,156420.692,4693,-36.0,5980.6,6000,5861.6,119.0,138.4,--,--
IC1612                        ,5612.2,5816.6,5612.2,571,65680.556,3876,-7.0,5785,5802.4,5655,130.0,147.4,--,--
小计,,,,17690,2159177.020,34649.0,679.0,,,,,,
IF1607                        ,3095.6,3183,3095,14314,1353760.992,31850,1340.0,3170,3171.8,3112.6,57.4,59.2,--,--
IF1608                        ,3058.4,3200,3058.4,826,77343.93,2217,337.0,3136,3136,3074.2,61.8,61.8,--,--
IF1609                        ,3020,3114,3020,1183,109432.08,6916,235.0,3102,3106.2,3043,59.0,63.2,--,--
IF1612                        ,2963,3052,2963,311,28226.574,2065,21.0,3038.8,3045,2980,58.8,65.0,--,--
小计,,,,16634,1568763.576,43048.0,1933.0,,,,,,
IH1607                        ,2106.2,2151.8,2102,4803,307176.984,13032,102.0,2138.8,2143,2108.4,30.4,34.6,--,--
IH1608                        ,2088,2133.4,2086.6,467,29674.788,1106,288.0,2124.4,2127.6,2089.8,34.6,37.8,--,--
IH1609                        ,2053.8,2116.2,2053.8,375,23663.64,3392,16.0,2108.2,2113,2073.6,34.6,39.4,--,--
IH1612                        ,2038,2084.4,2038,97,6025.332,1095,17.0,2079.6,2080.6,2041.2,38.4,39.4,--,--
小计,,,,5742,366540.744,18625.0,423.0,,,,,,
T1609                         ,100.655,100.715,100.285,18985,1906659.565,30141,129.0,100.36,100.33,100.615,-0.255,-0.285,--,--
T1612                         ,100.02,100.08,99.625,1871,186658.395,10179,546.0,99.685,99.66,99.98,-0.295,-0.32,--,--
T1703                         ,99.435,99.435,99.165,66,6552.42,1333,-4.0,99.175,99.175,99.515,-0.340,-0.340,--,--
小计,,,,20922,2099870.380,41653.0,671.0,,,,,,
TF1609                        ,101.175,101.225,100.98,10144,1025172.71,24868,-1155.0,101.035,101.005,101.16,-0.125,-0.155,--,--
TF1612                        ,100.735,100.75,100.53,545,54829.38,5686,93.0,100.55,100.545,100.7,-0.15,-0.155,--,--
TF1703                        ,100.395,100.405,100.24,57,5720.29,1050,-32.0,100.24,100.27,100.41,-0.17,-0.14,--,--
小计,,,,10746,1085722.38,31604.0,-1094.0,,,,,,
合计,,,,71734,7280074.100,169579.0,2612.0,,,,,,
