合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1607                        ,6060,6107,6013.6,13186,1597761.648,23994,466.0,6039.8,6047.8,6043.4,-3.6,4.4,--,--
IC1608                        ,5959,6011,5921.4,635,75678.36,1364,306.0,5941.6,5945.8,5944,-2.4,1.8,--,--
IC1609                        ,5890,5930,5839.8,848,99644.244,4729,43.0,5855.8,5861.6,5870.2,-14.4,-8.6,--,--
IC1612                        ,5675,5707.6,5624.6,528,59858.172,3883,24.0,5647,5655,5656.2,-9.2,-1.2,--,--
小计,,,,15197,1832942.424,33970.0,839.0,,,,,,
IF1607                        ,3118.8,3133.8,3100,10794,1009729.242,30510,351.0,3101,3112.6,3113.4,-12.4,-0.8,--,--
IF1608                        ,3080,3094.8,3062.4,485,44798.55,1880,198.0,3062.4,3074.2,3074.6,-12.2,-0.4,--,--
IF1609                        ,3047,3063.2,3032,788,72039.192,6681,158.0,3032,3043,3043.6,-11.6,-0.6,--,--
IF1612                        ,2985,2998.4,2973.8,173,15498.6,2044,3.0,2974,2980,2981.4,-7.4,-1.4,--,--
小计,,,,12240,1142065.584,41115.0,710.0,,,,,,
IH1607                        ,2108.2,2115,2103.2,4116,260504.07,12930,530.0,2105,2108.4,2104.6,0.4,3.8,--,--
IH1608                        ,2093.4,2097,2088,286,17943.834,818,212.0,2088.6,2089.8,2088,0.6,1.8,--,--
IH1609                        ,2081,2081,2070.6,228,14196.318,3376,21.0,2074.6,2073.6,2072,2.6,1.6,--,--
IH1612                        ,2049,2050,2040,60,3679.932,1078,11.0,2040.2,2041.2,2040.6,-0.4,0.6,--,--
小计,,,,4690,296324.154,18202.0,774.0,,,,,,
T1609                         ,100.455,100.665,100.435,17164,1725985.855,30012,-423.0,100.63,100.615,100.36,0.27,0.255,--,--
T1612                         ,99.795,100.025,99.795,883,88204.275,9633,89.0,100.01,99.98,99.74,0.27,0.24,--,--
T1703                         ,99.455,99.565,99.4,97,9649.415,1337,-11.0,99.565,99.515,99.335,0.230,0.180,--,--
小计,,,,18144,1823839.545,40982.0,-345.0,,,,,,
TF1609                        ,101.045,101.19,101.03,8498,859305.4,26023,67.0,101.155,101.16,101.005,0.150,0.155,--,--
TF1612                        ,100.63,100.73,100.575,809,81437.465,5593,311.0,100.715,100.7,100.56,0.155,0.14,--,--
TF1703                        ,100.33,100.41,100.295,25,2508.33,1082,3.0,100.41,100.41,100.295,0.115,0.115,--,--
小计,,,,9332,943251.195,32698.0,381.0,,,,,,
合计,,,,59603,6038422.902,166967.0,2359.0,,,,,,
