合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1707                        ,6162.2,6187.2,6106.6,11767,1447706.116,20489,-211.0,6146.4,6155,6157.8,-11.4,-2.8,--,--
IC1708                        ,6115.2,6142.6,6060.8,504,61485.86,1356,97.0,6106.6,6113.4,6113,-6.4,0.4,--,--
IC1709                        ,6081,6099,6021.6,909,110283.8,8866,22.0,6061.4,6071.4,6071.2,-9.8,0.2,--,--
IC1712                        ,5959.2,5972.6,5908,201,23903.008,2372,24.0,5946.8,5951.8,5947.8,-1.0,4.0,--,--
小计,,,,13381,1643378.784,33083.0,-68.0,,,,,,
IF1707                        ,3636.4,3645.4,3605.2,14582,1587536.43,25628,187.0,3633.2,3636,3635.6,-2.4,0.4,--,--
IF1708                        ,3633.4,3633.4,3594,529,57400.212,1955,64.0,3620.4,3623,3622.2,-1.8,0.8,--,--
IF1709                        ,3612,3622.6,3584,1147,124120.908,10103,27.0,3613.4,3614,3614.2,-0.8,-0.2,--,--
IF1712                        ,3586,3592.4,3556,270,28993.746,2783,22.0,3577.6,3585.8,3583.2,-5.6,2.6,--,--
小计,,,,16528,1798051.296,40469.0,300.0,,,,,,
IH1707                        ,2526.8,2544.8,2512,9254,701093.844,17293,153.0,2531.4,2534.2,2524,7.4,10.2,--,--
IH1708                        ,2528.8,2533,2505,391,29524.08,1683,90.0,2521.4,2525.4,2515,6.4,10.4,--,--
IH1709                        ,2517.8,2528.6,2498.4,887,66870.954,6645,98.0,2515.8,2521,2510.4,5.4,10.6,--,--
IH1712                        ,2504.8,2516,2489,185,13882.146,2287,52.0,2506,2509.4,2498.6,7.4,10.8,--,--
小计,,,,10717,811371.024,27908.0,393.0,,,,,,
T1709                         ,95.295,95.465,95.23,43286,4127441.395,53330,-459.0,95.35,95.36,95.175,0.175,0.185,--,--
T1712                         ,95.25,95.45,95.22,1217,116027.34,6395,192.0,95.33,95.35,95.155,0.175,0.195,--,--
T1803                         ,95.27,95.345,95.27,11,1048.305,151,1.0,95.315,95.325,95.085,0.230,0.240,--,--
小计,,,,44514,4244517.040,59876.0,-266.0,,,,,,
TF1709                        ,98,98.12,97.95,8866,869269.755,49799,180.0,98.07,98.07,97.915,0.155,0.155,--,--
TF1712                        ,98,98.11,97.97,738,72358.245,3359,427.0,98.07,98.075,97.9,0.17,0.175,--,--
TF1803                        ,,,,0,0,10,0.0,97.855,98.01,97.855,0.000,0.155,--,--
小计,,,,9604,941628.000,53168.0,607.0,,,,,,
合计,,,,94744,9438946.144,214504.0,966.0,,,,,,
