合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,Delta
IC2101                        ,6384,6489.8,6334,70652,9074171.864,86961,-4043.0,6434.2,6459.4,6343.8,90.4,115.6,--
IC2102                        ,6336.2,6429.4,6289.8,4400,560519.852,6808,1938.0,6382.2,6404.2,6297.2,85.0,107.0,--
IC2103                        ,6272,6369.6,6241,25273,3190408.572,78438,-375.0,6319,6344.2,6251.4,67.6,92.8,--
IC2106                        ,6135.8,6212.6,6096.2,8449,1040554.36,54320,355.0,6167,6189,6102.4,64.6,86.6,--
小计,,,,108774,13865654.648,226527.0,-2125.0,,,,,,
IF2101                        ,5230,5298.8,5192,84288,13280738.802,84531,-6295.0,5260,5278.6,5216.2,43.8,62.4,--
IF2102                        ,5230,5295,5197.2,2855,449409.756,3877,261.0,5262,5275.2,5210.4,51.6,64.8,--
IF2103                        ,5232.6,5294.8,5196,24260,3821917.992,84072,517.0,5257.4,5277,5211.6,45.8,65.4,--
IF2106                        ,5190,5253.6,5154.2,5731,895268.412,25375,148.0,5217,5234.2,5168,49.0,66.2,--
小计,,,,117134,18447334.962,197855.0,-5369.0,,,,,,
IH2101                        ,3642.6,3668.6,3610,38335,4184448.252,38128,-190.0,3643,3651,3643.2,-0.2,7.8,--
IH2102                        ,3641.4,3665.6,3607,1323,144251.586,2393,47.0,3643,3650.4,3636,7.0,14.4,--
IH2103                        ,3642.2,3667.2,3608.2,9505,1037016.51,25368,-462.0,3639.4,3649.2,3636.8,2.6,12.4,--
IH2106                        ,3626.8,3659,3600,3157,343595.202,11850,155.0,3628.6,3638.8,3627,1.6,11.8,--
小计,,,,52320,5709311.550,77739.0,-450.0,,,,,,
IO2101-C-4200                 ,1008.8,1078,1003.4,16,167.248,50,-6.0,1078,1078.6,1022,56.0,56.6,0.9950
IO2101-C-4250                 ,964.6,1048.6,964.6,17,169.242,20,0.0,1048.6,1028.6,966.2,82.4,62.4,0.9950
IO2101-C-4300                 ,905.6,978,905.6,12,111.582,72,5.0,978,978.6,916.2,61.8,62.4,0.9940
IO2101-C-4350                 ,867.4,948.4,867.4,9,82.218,27,0.0,929.2,928.6,866.4,62.8,62.2,0.9940
IO2101-C-4400                 ,815,891.2,815,4,34.102,22,0.0,891.2,878.6,816.4,74.8,62.2,0.9940
IO2101-C-4450                 ,759,849,759,39,319.046,28,-4.0,849,828.8,766.6,82.4,62.2,0.9930
IO2101-C-4500                 ,710.8,798.4,700.6,13,96.57,87,-4.0,798.4,778.8,716.8,81.6,62.0,0.9920
IO2101-C-4550                 ,661,729.6,651.6,5,34.426,106,-3.0,729.6,729,667,62.6,62.0,0.9910
IO2101-C-4600                 ,631,695.4,603.2,26,170.332,215,-2.0,679.4,679.2,623.8,55.6,55.4,0.9890
IO2101-C-4650                 ,553.4,648.8,553.4,74,447.998,197,-23.0,647.2,629.4,567.8,79.4,61.6,0.9870
IO2101-C-4700                 ,528.8,601.8,503.2,92,514.448,272,-30.0,576.2,579.8,518.4,57.8,61.4,0.9840
IO2101-C-4750                 ,453.8,550,453.8,34,176.796,100,-5.0,526,530.4,478.4,47.6,52.0,0.9790
IO2101-C-4800                 ,437,500.8,408,368,1649.49,622,-67.0,473,481,431.2,41.8,49.8,0.9720
IO2101-C-4850                 ,371.4,451.4,363,227,939.418,565,-62.0,421.2,432,381.4,39.8,50.6,0.9620
IO2101-C-4900                 ,337.2,403,310.2,797,2825.298,2041,-85.0,376.4,383.6,335,41.4,48.6,0.9480
IO2101-C-4950                 ,295,358,270.4,1404,4453.87,3769,-303.0,327.4,336,287.4,40.0,48.6,0.9270
IO2101-C-5000                 ,245.2,311.6,222.6,4341,11898.096,5076,-786.0,284.6,284.6,244.8,39.8,39.8,0.9290
IO2101-C-5100                 ,166.4,222.8,144.8,8724,16293.144,5962,-580.0,197.2,197.2,164.8,32.4,32.4,0.8260
IO2101-C-5200                 ,106.2,146.8,84,14139,16355.402,5329,-297.0,119.8,119.8,100.8,19.0,19.0,0.6700
IO2101-C-5300                 ,66.2,90,46.8,15469,10713.978,6121,427.0,69,69,57.4,11.6,11.6,0.4640
IO2101-C-5400                 ,33.6,51.2,24.8,9035,3476.924,4860,352.0,35,35,33,2.0,2.0,0.2830
IO2101-C-5500                 ,22,28,14.2,4889,1020.194,3372,200.0,16.6,16.6,19.4,-2.8,-2.8,0.1550
IO2101-C-5600                 ,12.4,15.6,8,3769,436.15,4585,-51.0,8.6,8.6,12.6,-4.0,-4.0,0.0850
IO2101-C-5700                 ,7,9.2,4.6,2239,162.762,1355,169.0,4.6,4.6,8.2,-3.6,-3.6,0.0470
IO2101-C-5800                 ,5.4,7,3,2198,111.116,1016,1016.0,3,3,6.2,-3.2,-3.2,0.0300
IO2101-P-4200                 ,.8,1,.6,123,0.984,703,23.0,.6,.6,.8,-0.2,-0.2,-0.0040
IO2101-P-4250                 ,.8,1,.6,38,0.32,242,-3.0,.6,.6,.8,-0.2,-0.2,-0.0040
IO2101-P-4300                 ,.8,1.2,.6,265,2.108,326,-125.0,.6,.6,1,-0.4,-0.4,-0.0040
IO2101-P-4350                 ,.8,1.2,.6,179,1.664,302,-63.0,.6,.6,1,-0.4,-0.4,-0.0050
IO2101-P-4400                 ,.8,1.4,.8,69,0.764,447,-12.0,1,1,1.2,-0.2,-0.2,-0.0070
IO2101-P-4450                 ,1.2,1.6,1,106,1.288,411,18.0,1,1,1.2,-0.2,-0.2,-0.0080
IO2101-P-4500                 ,1.4,1.8,1,243,3.368,974,5.0,1,1,1.4,-0.4,-0.4,-0.0080
IO2101-P-4550                 ,2,2,1,320,4.662,560,-112.0,1,1,1.6,-0.6,-0.6,-0.0090
IO2101-P-4600                 ,2.8,2.8,1,828,12.934,1598,-439.0,1.2,1.2,2.2,-1.0,-1.0,-0.0110
IO2101-P-4650                 ,2.4,3,1.2,469,8.674,1260,-148.0,1.4,1.4,2.8,-1.4,-1.4,-0.0130
IO2101-P-4700                 ,2.6,3.4,1.8,422,9.648,1792,-39.0,1.8,1.8,3.4,-1.6,-1.6,-0.0170
IO2101-P-4750                 ,3.2,4.2,2.2,491,14.788,1361,-109.0,2.2,2.2,4.2,-2.0,-2.0,-0.0210
IO2101-P-4800                 ,4.2,5.8,2.8,1547,57.462,2181,-344.0,3,3,5.6,-2.6,-2.6,-0.0290
IO2101-P-4850                 ,6.2,7.2,3.2,1121,52.908,1825,-285.0,3.6,3.6,7,-3.4,-3.4,-0.0360
IO2101-P-4900                 ,9.2,10.6,4.8,2581,180.25,3898,-131.0,5,5,9.8,-4.8,-4.8,-0.0490
IO2101-P-4950                 ,11.6,14.8,6.8,2193,212.068,2768,43.0,7.4,7.4,13.4,-6.0,-6.0,-0.0700
IO2101-P-5000                 ,18.2,22,10.6,4315,651.678,5641,-25.0,11,11,20,-9.0,-9.0,-0.1000
IO2101-P-5100                 ,34.2,43.6,22.2,6586,2021.614,4104,604.0,24.2,24.2,39,-14.8,-14.8,-0.1960
IO2101-P-5200                 ,72,84.4,45.8,6711,3999.498,3401,597.0,50,50,75.6,-25.6,-25.6,-0.3460
IO2101-P-5300                 ,123,146.2,87.2,3563,3816.552,1632,655.0,96.4,96.4,132.2,-35.8,-35.8,-0.5310
IO2101-P-5400                 ,204.8,224.6,148.4,1266,2141.178,576,300.0,163.8,163.8,206,-42.2,-42.2,-0.6960
IO2101-P-5500                 ,290.4,313,227,138,361.674,92,39.0,246.4,246.4,296,-49.6,-49.6,-0.8080
IO2101-P-5600                 ,406.8,406.8,314,31,110.36,17,1.0,314,339,388.4,-74.4,-49.4,-0.8670
IO2101-P-5700                 ,504,505,409,41,182.396,131,-3.0,409,435,484,-75.0,-49.0,-0.9010
IO2101-P-5800                 ,581,581,506,25,140.202,14,14.0,506,531.4,589.4,-83.4,-58.0,-0.9280
IO2102-C-4400                 ,842.6,889.8,842.6,3,26.206,25,2.0,889.8,875.4,810,79.8,65.4,0.9820
IO2102-C-4450                 ,,,,0,0,13,0.0,671.2,826,760.8,-89.6,65.2,0.9790
IO2102-C-4500                 ,721.4,741.8,721.4,2,14.632,34,0.0,741.8,781.4,729.2,12.6,52.2,0.9580
IO2102-C-4550                 ,672.4,672.4,672.4,1,6.724,22,0.0,672.4,732.6,680.2,-7.8,52.4,0.9510
IO2102-C-4600                 ,,,,0,0,23,0.0,631,683.8,631.4,-0.4,52.4,0.9450
