合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,Delta
IC2008                        ,6250,6290,6162.2,105762,13184735.544,92935,-6600.0,6207.6,6206.4,6219.6,-12.0,-13.2,--
IC2009                        ,6190,6225.6,6090,27471,3390606.08,62738,-3164.0,6140.2,6141,6154.8,-14.6,-13.8,--
IC2012                        ,6032,6054,5926.4,15731,1887207.412,45439,-1470.0,5969.8,5965.2,5984.6,-14.8,-19.4,--
IC2103                        ,5880.2,5912.4,5791.6,2976,348651.452,6363,98.0,5825,5823.4,5848.2,-23.2,-24.8,--
小计,,,,151940,18811200.488,207475.0,-11136.0,,,,,,
IF2008                        ,4510,4544,4463.6,112352,15177039.912,93219,-8642.0,4497,4488.4,4479.8,17.2,8.6,--
IF2009                        ,4470.8,4515.6,4435.4,25095,3370122.792,55792,-3572.0,4471.4,4460.8,4451.4,20.0,9.4,--
IF2012                        ,4428,4459,4382,8594,1140308.514,27386,-1695.0,4418.6,4410.2,4395.4,23.2,14.8,--
IF2103                        ,4429.2,4434,4357.6,635,83798.076,1473,-38.0,4397,4386,4372.4,24.6,13.6,--
小计,,,,146676,19771269.294,177870.0,-13947.0,,,,,,
IH2008                        ,3176.8,3196.8,3135.2,41416,3928761.186,34002,-3688.0,3158.2,3150.8,3153.2,5.0,-2.4,--
IH2009                        ,3169.8,3187,3128.4,11595,1097470.2,24072,-850.0,3152,3144.4,3142.2,9.8,2.2,--
IH2012                        ,3152.6,3180.8,3117.8,5231,493901.868,15826,-538.0,3142,3134.8,3132,10.0,2.8,--
IH2103                        ,3158.2,3176,3115.6,457,43095.084,1764,37.0,3136.2,3132.8,3137.4,-1.2,-4.6,--
小计,,,,58699,5563228.338,75664.0,-5039.0,,,,,,
IO2008-C-3400                 ,1114.6,1123.8,1091.4,14,154.004,60,12.0,1091.4,1100.2,1081.8,9.6,18.4,0.9570
IO2008-C-3450                 ,1063,1064,1041.2,17,179.484,59,7.0,1041.2,1051.4,1032.2,9.0,19.2,0.9530
IO2008-C-3500                 ,1024.6,1024.6,974.4,25,248.268,61,23.0,974.4,1001.4,982.8,-8.4,18.6,0.9510
