合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1612                        ,6615,6615,6550.2,7611,1001112.588,25466,248.0,6561.8,6561.2,6571.4,-9.6,-10.2,--,--
IC1701                        ,6515.6,6520,6464,292,37912.876,425,202.0,6472.6,6476.6,6482.8,-10.2,-6.2,--,--
IC1703                        ,6355,6365.4,6305,355,44952.424,5991,-2.0,6319.8,6315.8,6320.8,-1.0,-5.0,--,--
IC1706                        ,6127.2,6132,6097.6,280,34252.236,2314,119.0,6108,6107.8,6104,4.0,3.8,--,--
小计,,,,8538,1118230.124,34196.0,567.0,,,,,,
IF1612                        ,3456.6,3469,3443,10452,1084208.118,35692,-837.0,3458.6,3454,3442.8,15.8,11.2,--,--
IF1701                        ,3430,3449.6,3418.8,277,28528.176,584,100.0,3431,3429.4,3417.8,13.2,11.6,--,--
IF1703                        ,3378.8,3397,3371.8,451,45810.024,3853,118.0,3383.6,3378.4,3369.2,14.4,9.2,--,--
IF1706                        ,3313.6,3330,3307.6,131,13054.56,907,19.0,3322.2,3315.6,3304.4,17.8,11.2,--,--
小计,,,,11311,1171600.878,41036.0,-600.0,,,,,,
IH1612                        ,2343.2,2361.4,2336,4741,334256.46,20947,25.0,2349.8,2347,2337.8,12.0,9.2,--,--
IH1701                        ,2327.8,2358.4,2327.2,275,19310.616,590,118.0,2339.4,2336.8,2328,11.4,8.8,--,--
IH1703                        ,2304.4,2324.8,2300.8,303,21033.792,2726,107.0,2314.2,2310.8,2302,12.2,8.8,--,--
IH1706                        ,2271.2,2294.6,2270.2,51,3492.996,470,6.0,2285.6,2280.2,2270.8,14.8,9.4,--,--
小计,,,,5370,378093.864,24733.0,256.0,,,,,,
T1612                         ,100.535,100.875,100.5,492,49525.15,1322,-200.0,100.85,100.795,100.515,0.335,0.280,--,--
T1703                         ,99.595,99.865,99.495,21437,2136752.095,48998,-1039.0,99.845,99.8,99.525,0.320,0.275,--,--
T1706                         ,98.98,99.265,98.9,1127,111633.695,5832,51.0,99.21,99.16,98.93,0.28,0.23,--,--
小计,,,,23056,2297910.940,56152.0,-1188.0,,,,,,
TF1612                        ,101.285,101.47,101.225,434,43976.225,1015,-282.0,101.47,101.41,101.245,0.225,0.165,--,--
TF1703                        ,100.46,100.71,100.39,9294,934544.215,18994,-606.0,100.69,100.67,100.41,0.28,0.26,--,--
TF1706                        ,100.06,100.3,100.02,699,70016.035,2320,-149.0,100.3,100.25,100.025,0.275,0.225,--,--
小计,,,,10427,1048536.475,22329.0,-1037.0,,,,,,
合计,,,,58702,6014372.281,178446.0,-2002.0,,,,,,
