合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,Delta
IC2111                        ,7031,7118.8,7020,42674,6034632.84,75072,2586.0,7075.6,7071.2,7077.2,-1.6,-6.0,--
IC2112                        ,6975.4,7065,6970.2,21257,2982526.5,105278,-1309.0,7017,7013.6,7024.8,-7.8,-11.2,--
IC2203                        ,6822.4,6892.2,6805,9113,1248056.32,75509,171.0,6846.6,6840.8,6853.6,-7.0,-12.8,--
IC2206                        ,6668,6733.4,6646.2,4007,536043.996,6357,2210.0,6692.8,6684.2,6692,0.8,-7.8,--
小计,,,,77051,10801259.656,262216.0,3658.0,,,,,,
IF2111                        ,4920,4945.2,4889,56119,8265901.2,67412,3896.0,4899.6,4901.6,4910.8,-11.2,-9.2,--
IF2112                        ,4910,4934,4879,16853,2477109.936,79895,755.0,4889.8,4890.4,4900,-10.2,-9.6,--
IF2203                        ,4881.4,4904,4850.2,4827,705022.68,30789,1011.0,4860.6,4861.6,4871.6,-11.0,-10.0,--
IF2206                        ,4853.8,4871.2,4815.8,841,121987.734,2053,91.0,4825.6,4825,4839,-13.4,-14.0,--
小计,,,,78640,11570021.550,180149.0,5753.0,,,,,,
IH2111                        ,3273.8,3287.8,3243.4,32491,3179028.744,40528,621.0,3260,3259.4,3255.4,4.6,4.0,--
IH2112                        ,3265,3286,3242,12789,1250921.334,42302,-1175.0,3258.2,3257.8,3252.6,5.6,5.2,--
IH2203                        ,3248.4,3272.2,3231,3461,337183.116,13117,664.0,3245.4,3246,3239.8,5.6,6.2,--
IH2206                        ,3244.6,3260.4,3219,694,67364.25,1239,174.0,3234.6,3233,3226.2,8.4,6.8,--
小计,,,,49435,4834497.444,97186.0,284.0,,,,,,
IO2111-C-4250                 ,669.8,669.8,647,13,86.262,30,2.0,647,654,660.8,-13.8,-6.8,0.9730
IO2111-C-4300                 ,637.8,637.8,637.8,1,6.378,23,0.0,637.8,604.4,611.4,26.4,-7.0,0.9690
IO2111-C-4350                 ,571.4,571.8,550,19,107.73,36,4.0,550,556,562.4,-12.4,-6.4,0.9590
IO2111-C-4400                 ,508.2,508.2,508.2,1,5.082,55,-1.0,508.2,506.6,513.6,-5.4,-7.0,0.9530
IO2111-C-4450                 ,456.4,456.4,450,8,36.784,37,0.0,450,458,464.8,-14.8,-6.8,0.9430
IO2111-C-4500                 ,441.2,446,402.8,33,137.462,129,11.0,411,410.2,417,-6.0,-6.8,0.9270
IO2111-C-4550                 ,378.6,381,353.6,27,99.898,106,1.0,365.8,363.8,370.8,-5.0,-7.0,0.9030
IO2111-C-4600                 ,335.4,352,309,52,166.912,213,-8.0,314.8,317.2,323.2,-8.4,-6.0,0.8790
IO2111-C-4650                 ,301.6,305,265.2,65,180.988,168,7.0,271.4,271.4,277.2,-5.8,-5.8,0.8490
IO2111-C-4700                 ,249.2,264.4,223.8,341,817.684,563,19.0,231.4,231.4,238.4,-7.0,-7.0,0.7940
IO2111-C-4750                 ,204,225,184.8,1020,2032.11,1481,-37.0,191,192.2,197,-6.0,-4.8,0.7370
IO2111-C-4800                 ,168.4,186.2,149,2323,3716.24,1519,-196.0,155.4,155.4,161.8,-6.4,-6.4,0.6710
IO2111-C-4850                 ,140,150.6,118.4,4584,5838.622,3069,-585.0,121,121,135,-14.0,-14.0,0.5960
IO2111-C-4900                 ,105,119.4,91.8,9289,9338.296,4535,763.0,95.2,95.2,99.2,-4.0,-4.0,0.5110
IO2111-C-4950                 ,80,93,69.8,4940,3788.742,3348,443.0,73,73,77,-4.0,-4.0,0.4290
IO2111-C-5000                 ,59.8,69.6,52,5250,3024.904,5970,406.0,54.6,54.6,56.6,-2.0,-2.0,0.3500
IO2111-C-5100                 ,33,37.6,26.8,3085,933.638,6476,257.0,29,29,29.4,-0.4,-0.4,0.2160
IO2111-C-5200                 ,14,19.4,13.6,2275,354.338,4590,112.0,14.6,14.6,15.2,-0.6,-0.6,0.1230
IO2111-C-5300                 ,11,11,6.6,1083,84.72,4229,75.0,7.4,7.4,7.8,-0.4,-0.4,0.0680
IO2111-C-5400                 ,4.8,5.4,3.4,452,19.076,2009,31.0,4,4,4,0.0,0.0,0.0380
IO2111-C-5500                 ,3,3.2,2.2,310,8.056,1803,49.0,2.4,2.4,2.4,0.0,0.0,0.0230
IO2111-C-5600                 ,2.4,2.6,1.6,267,5.464,1511,22.0,2,2,2,0.0,0.0,0.0180
IO2111-P-4250                 ,2,2.8,1.8,257,5.786,936,-28.0,2,2,2.2,-0.2,-0.2,-0.0160
IO2111-P-4300                 ,2.6,3.6,2.6,194,6.022,759,18.0,2.6,2.6,3,-0.4,-0.4,-0.0210
IO2111-P-4350                 ,3.2,4.2,3,167,6.01,596,22.0,3.2,3.2,3.6,-0.4,-0.4,-0.0270
IO2111-P-4400                 ,4,5.2,3.8,231,10.36,1068,27.0,4.4,4.2,4.6,-0.2,-0.4,-0.0360
IO2111-P-4450                 ,4.8,7,4.6,240,14.174,1158,42.0,5.6,5.6,6,-0.4,-0.4,-0.0460
IO2111-P-4500                 ,6.8,9.2,6.4,574,43.282,1721,-31.0,7.4,7.4,8,-0.6,-0.6,-0.0610
IO2111-P-4550                 ,8.8,12.4,8.6,300,30.866,1096,26.0,10.2,10.2,11,-0.8,-0.8,-0.0820
IO2111-P-4600                 ,14.8,17.2,11.6,1064,148.766,2813,1.0,15,15,14.8,0.2,0.2,-0.1140
IO2111-P-4650                 ,17.6,22.6,15.2,586,113.41,1300,-31.0,20,20,19.8,0.2,0.2,-0.1490
IO2111-P-4700                 ,26.8,31.2,21,1115,295.62,2133,73.0,27.4,27.4,26.8,0.6,0.6,-0.1950
