合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,Delta
IC2111                        ,7114.2,7176.8,7114.2,35564,5084234.288,58029,-1809.0,7165,7165.4,7114.6,50.4,50.8,--
IC2112                        ,7072.2,7140,7072.2,19494,2773339.068,107876,-3.0,7128.8,7129.4,7078,50.8,51.4,--
IC2203                        ,6923.8,6989.4,6923.8,6734,937598.256,77342,528.0,6978,6978.8,6923.2,54.8,55.6,--
IC2206                        ,6762,6829.2,6761.8,5026,683535.048,29363,1404.0,6819,6817.6,6760.2,58.8,57.4,--
小计,,,,66818,9478706.660,272610.0,120.0,,,,,,
IF2111                        ,4910,4916.8,4876.6,48164,7071818.244,56068,-6472.0,4893.8,4893.6,4893.8,0.0,-0.2,--
IF2112                        ,4901.6,4911.6,4874,19974,2930937.996,77505,496.0,4891.4,4890.8,4889.2,2.2,1.6,--
IF2203                        ,4879.4,4885.8,4851.8,4544,663347.574,40912,36.0,4867,4866,4863.8,3.2,2.2,--
IF2206                        ,4840,4854.8,4822.4,1294,187788.96,6433,-120.0,4836.2,4837.2,4834.2,2.0,3.0,--
小计,,,,73976,10853892.774,180918.0,-6060.0,,,,,,
IH2111                        ,3250,3250.4,3220.4,29025,2813196.192,38553,-3240.0,3229.2,3226.8,3233.8,-4.6,-7.0,--
IH2112                        ,3246,3254.4,3224,14803,1436500.83,42395,474.0,3233.6,3231,3237.2,-3.6,-6.2,--
IH2203                        ,3248.6,3255,3224.2,3586,348104.556,15477,-331.0,3232,3231,3239.2,-7.2,-8.2,--
IH2206                        ,3235,3243.6,3216.4,1706,165139.752,4640,139.0,3224,3222.4,3228.8,-4.8,-6.4,--
小计,,,,49120,4762941.330,101065.0,-2958.0,,,,,,
IO2111-C-4250                 ,642.6,642.6,642.6,8,51.476,45,-2.0,642.6,643.6,646,-3.4,-2.4,0.9960
IO2111-C-4300                 ,,,,0,0,58,0.0,601,593.6,593.6,7.4,0.0,0.9960
IO2111-C-4350                 ,544.2,544.2,544.2,6,32.652,48,0.0,544.2,543.6,543.8,0.4,-0.2,0.9950
IO2111-C-4400                 ,490.8,496,490.8,7,34.408,89,0.0,496,493.6,493.8,2.2,-0.2,0.9950
IO2111-C-4450                 ,,,,0,0,65,0.0,444.8,443.6,443.8,1.0,-0.2,0.9940
IO2111-C-4500                 ,397.4,399,395.6,10,39.738,168,0.0,397.4,393.8,396.6,0.8,-2.8,0.9930
IO2111-C-4550                 ,365,365,336,20,68.962,127,-8.0,347.8,343.6,344.4,3.4,-0.8,0.9950
IO2111-C-4600                 ,307.8,315.8,280.4,133,396.506,273,2.0,295,293.8,294.8,0.2,-1.0,0.9910
