合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,Delta
IC2111                        ,7003.2,7045.6,6979,41849,5876363.216,69762,-4806.0,7022.2,7027.8,7010.8,11.4,17.0,--
IC2112                        ,6973,7012,6945.2,19474,2722385.164,106637,-1532.0,6996.8,6998.4,6976.8,20.0,21.6,--
IC2203                        ,6832.4,6872.2,6800,8083,1107095.38,76569,-533.0,6857.2,6858.2,6830,27.2,28.2,--
IC2206                        ,6677.8,6724,6643.2,6568,880510.34,22096,2881.0,6711.2,6711.8,6670.4,40.8,41.4,--
小计,,,,75974,10586354.100,275064.0,-3990.0,,,,,,
IF2111                        ,4850.6,4876.8,4828,51760,7532628.834,64503,-1241.0,4843.4,4850,4859.2,-15.8,-9.2,--
IF2112                        ,4851,4874.2,4825.8,16429,2389683.69,75685,721.0,4841.2,4848,4855.4,-14.2,-7.4,--
IF2203                        ,4824,4850,4805.2,4207,608924.256,39944,763.0,4820.2,4825.6,4832,-11.8,-6.4,--
IF2206                        ,4801.6,4818,4777.4,1181,169842.126,5628,528.0,4790,4795.8,4802.4,-12.4,-6.6,--
小计,,,,73577,10701078.906,185760.0,771.0,,,,,,
IH2111                        ,3210,3223.6,3187.6,32449,3118059.354,44650,444.0,3193.4,3200.6,3213.6,-20.2,-13.0,--
IH2112                        ,3214.6,3225.8,3190.6,11665,1122120.462,41877,-340.0,3196.4,3204,3215.4,-19.0,-11.4,--
IH2203                        ,3205.8,3223.4,3188,3913,376181.406,14688,708.0,3197.2,3204.4,3211.8,-14.6,-7.4,--
IH2206                        ,3192.8,3208.2,3174,1257,120294.93,3493,475.0,3184,3189.2,3196.6,-12.6,-7.4,--
小计,,,,49284,4736656.152,104708.0,1287.0,,,,,,
IO2111-C-4250                 ,589.4,598.6,589.4,4,23.878,48,0.0,598.6,600.2,610.4,-11.8,-10.2,0.9920
IO2111-C-4300                 ,562.8,562.8,538.6,12,66.084,59,0.0,538.6,550.2,560.6,-22.0,-10.4,0.9910
IO2111-C-4350                 ,512.6,512.6,504,26,132.484,72,8.0,504,500.4,510.8,-6.8,-10.4,0.9880
IO2111-C-4400                 ,463.8,470.8,439.6,20,91.262,89,7.0,470.8,450.8,461.2,9.6,-10.4,0.9850
IO2111-C-4450                 ,402.8,418,402.8,18,73.272,83,-5.0,418,401.2,411.6,6.4,-10.4,0.9790
IO2111-C-4500                 ,349.4,350.2,349.4,10,35.344,151,3.0,350.2,349.8,362.6,-12.4,-12.8,0.9990
IO2111-C-4550                 ,288,326.8,288,20,61.582,122,-2.0,312.2,300.8,309,3.2,-8.2,0.9810
IO2111-C-4600                 ,255.4,279,241.8,91,236.74,252,8.0,254.2,254.2,260.8,-6.6,-6.6,0.9390
IO2111-C-4650                 ,204,232.2,196,77,163.894,281,7.0,223.4,206.6,214.2,9.2,-7.6,0.9080
IO2111-C-4700                 ,171.2,186.4,150.8,776,1290.05,1173,127.0,162.6,162.6,170.2,-7.6,-7.6,0.8430
IO2111-C-4750                 ,132.6,145.2,112.6,1580,2003.038,2536,244.0,121.6,121.6,129.4,-7.8,-7.8,0.7560
IO2111-C-4800                 ,93,106.6,80.4,5833,5381.33,4733,1074.0,88,88,93.4,-5.4,-5.4,0.6360
IO2111-C-4850                 ,64,73.8,53.8,6837,4267.522,4118,-4.0,59,59,64.2,-5.2,-5.2,0.5060
IO2111-C-4900                 ,40,48.4,34.2,8757,3523.012,7026,942.0,37.4,37.4,40,-2.6,-2.6,0.3730
IO2111-C-4950                 ,26,29.8,20.6,3359,830.622,4838,-22.0,23,23,25,-2.0,-2.0,0.2590
IO2111-C-5000                 ,15,17.4,11.8,4194,591.324,8225,347.0,13,13,14.6,-1.6,-1.6,0.1660
IO2111-C-5100                 ,5,5.2,3.2,3051,120.458,7860,-532.0,4,4,4.8,-0.8,-0.8,0.0600
IO2111-C-5200                 ,1.6,2,1.2,1021,17.134,5709,124.0,1.6,1.6,2,-0.4,-0.4,0.0250
IO2111-C-5300                 ,1.2,1.2,.6,391,3.42,4353,-152.0,.6,.6,1,-0.4,-0.4,0.0100
