合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1506                        ,11055,11148,10662.4,125240,27549377.608,6808,-8747.0,10672.6,10807.6,11029,-356.4,-221.4,--,--
IC1507                        ,10998,11186.8,10564.4,234442,51240285.072,31846,8586.0,10585,10712,10957.2,-372.2,-245.2,--,--
IC1509                        ,10886,11088,10480,16427,3563845.696,7296,339.0,10495.4,10624,10877.6,-382.2,-253.6,--,--
IC1512                        ,10685,10850,10262,2061,438011.128,3352,-20.0,10265.8,10391,10654.8,-389.0,-263.8,--,--
小计,,,,378170,82791519.504,49302.0,158.0,,,,,,
IF1506                        ,5113,5117.6,4922.6,682713,103531133.082,22602,-28468.0,4934,4980.8,5124.4,-190.4,-143.6,--,--
IF1507                        ,5109,5127,4920,1072676,162564302.88,103538,21212.0,4940,4976,5127.6,-187.6,-151.6,--,--
IF1509                        ,5127,5127,4932,89666,13594067.982,34579,180.0,4945.4,4982.2,5131.4,-186.0,-149.2,--,--
IF1512                        ,5146.2,5151,4962.2,4884,743871.858,5130,245.0,4970,5010.2,5150.2,-180.2,-140.0,--,--
小计,,,,1849939,280433375.802,165849.0,-6831.0,,,,,,
IH1506                        ,3200,3205,3065.8,243040,22908041.598,19516,-22301.0,3085.4,3098.2,3212.4,-127.0,-114.2,--,--
IH1507                        ,3223,3223.2,3083.8,235899,22318259.532,58607,20281.0,3103.6,3114.4,3226,-122.4,-111.6,--,--
IH1509                        ,3243.8,3253,3111.4,25594,2447060.178,13009,-30.0,3129,3144.2,3256,-127.0,-111.8,--,--
IH1512                        ,3315,3315,3158.4,1352,131590.47,1287,211.0,3174.4,3195.4,3317.4,-143.0,-122.0,--,--
小计,,,,505885,47804951.778,92419.0,-1839.0,,,,,,
T1509                         ,95,95.41,94.915,2793,266015.015,21246,-43.0,95.25,95.25,94.92,0.33,0.33,--,--
T1512                         ,95.465,95.855,95.465,74,7086.225,1372,11.0,95.795,95.765,95.44,0.355,0.325,--,--
T1603                         ,,,,0,0,53,0.0,95.975,96.305,95.975,0.000,0.330,--,--
小计,,,,2867,273101.240,22671.0,-32.0,,,,,,
TF1509                        ,96.21,96.595,96.115,7593,732202.09,22880,-471.0,96.515,96.48,96.14,0.375,0.34,--,--
TF1512                        ,97.91,98.285,97.89,736,72239.785,6046,-325.0,98.235,98.205,97.91,0.325,0.295,--,--
TF1603                        ,98.455,98.695,98.455,12,1183.09,35,7.0,98.67,98.635,98.315,0.355,0.320,--,--
小计,,,,8341,805624.965,28961.0,-789.0,,,,,,
合计,,,,2745202,412108573.289,359202.0,-9333.0,,,,,,
