合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1506                        ,10840,10939.2,10384.2,305756,65023604.744,31732,-2245.0,10602.6,10701.6,10939.2,-336.6,-237.6,--,--
IC1507                        ,10830,10916.6,10356.6,17139,3629115.488,9489,766.0,10529.8,10615.8,10940.8,-411.0,-325.0,--,--
IC1509                        ,10896.4,10896.4,10270.2,12290,2585734.908,6069,670.0,10451,10549.6,10896.4,-445.4,-346.8,--,--
IC1512                        ,10692.6,10692.6,10025.6,3019,620980.448,3194,68.0,10195,10305.2,10692.6,-497.6,-387.4,--,--
小计,,,,338204,71859435.588,50484.0,-741.0,,,,,,
IF1506                        ,5230,5400,5149.8,1644696,259382369.562,116905,-21267.0,5335.4,5346,5230,105.4,116.0,--,--
IF1507                        ,5245,5373.4,5162.6,63780,10073640.588,16811,2923.0,5334.8,5342,5237.6,97.2,104.4,--,--
IF1509                        ,5200,5380,5164,89538,14119736.298,29717,-2820.0,5322,5334.2,5253.2,68.8,81.0,--,--
IF1512                        ,5299,5404.8,5194.8,6091,966009.072,4424,227.0,5359,5360.8,5282,77.0,78.8,--,--
小计,,,,1804105,284541755.520,167857.0,-20937.0,,,,,,
IH1506                        ,3315,3543,3285,474019,48810505.47,73160,26640.0,3535,3517.8,3310,225.0,207.8,--,--
IH1507                        ,3319.8,3554.2,3290.4,29550,3049689.636,9859,1781.0,3550,3529.8,3318.4,231.6,211.4,--,--
IH1509                        ,3330.8,3562.6,3303.6,22849,2363486.442,11032,765.0,3556,3540,3330.8,225.2,209.2,--,--
IH1512                        ,3402.8,3626.8,3376.4,1469,154572.078,941,-19.0,3625,3604,3404.4,220.6,199.6,--,--
小计,,,,527887,54378253.626,94992.0,29167.0,,,,,,
T1509                         ,95.205,95.62,95.19,2907,277528.645,23195,611.0,95.56,95.565,95.31,0.25,0.255,--,--
T1512                         ,95.89,96.09,95.2,386,37057.49,1024,81.0,96.08,96.08,95.83,0.25,0.25,--,--
T1603                         ,,,,0,0,45,0.0,95.785,96.345,96.09,-0.305,0.255,--,--
小计,,,,3293,314586.135,24264.0,692.0,,,,,,
TF1506                        ,96.71,96.81,96.65,232,22439.045,1409,-200.0,96.775,96.795,96.73,0.045,0.065,--,--
TF1509                        ,96.595,96.92,96.465,7336,709916.905,23548,-214.0,96.87,96.88,96.595,0.275,0.285,--,--
TF1512                        ,98.4,98.825,98.32,739,72874.955,6430,162.0,98.785,98.785,98.42,0.365,0.365,--,--
小计,,,,8307,805230.905,31387.0,-252.0,,,,,,
合计,,,,2681796,411899261.774,368984.0,7929.0,,,,,,
