合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1710                        ,6728,6728,6600,11680,1554402.12,15880,-1520.0,6606.6,6627.6,6710.2,-103.6,-82.6,--,--
IC1711                        ,6681,6688,6569,2584,342210.068,4372,1570.0,6577.2,6597.2,6673.8,-96.6,-76.6,--,--
IC1712                        ,6656.4,6661.4,6540.8,918,121034.216,7533,145.0,6547.2,6572.2,6649.4,-102.2,-77.2,--,--
IC1803                        ,6606,6606,6495,318,41605.392,2069,102.0,6500.8,6510.8,6589.6,-88.8,-78.8,--,--
小计,,,,15500,2059251.796,29854.0,297.0,,,,,,
IF1710                        ,3940,3944,3915.2,11470,1352657.448,19955,-2202.0,3918,3924,3929,-11.0,-5.0,--,--
IF1711                        ,3940.8,3941.8,3913.6,2723,320950.326,5002,1893.0,3915,3921.6,3925.8,-10.8,-4.2,--,--
IF1712                        ,3935,3938.6,3909.2,1558,183419.46,12348,375.0,3912.8,3919.2,3923.4,-10.6,-4.2,--,--
IF1803                        ,3933.8,3937.8,3913.2,411,48430.998,3499,115.0,3913.2,3919.8,3924.2,-11.0,-4.4,--,--
小计,,,,16162,1905458.232,40804.0,181.0,,,,,,
IH1710                        ,2728,2741,2721.8,8396,688217.676,13548,-1495.0,2728.8,2732.2,2721.4,7.4,10.8,--,--
IH1711                        ,2736.8,2748.6,2730.8,2327,191376.504,3364,1704.0,2738.2,2740.6,2729.6,8.6,11.0,--,--
IH1712                        ,2740,2755.2,2737,964,79409.994,6228,187.0,2739,2743.6,2737.2,1.8,6.4,--,--
IH1803                        ,2765.2,2777,2759.2,191,15872.058,1968,51.0,2761,2765.2,2761,0.0,4.2,--,--
小计,,,,11878,974876.232,25108.0,447.0,,,,,,
T1712                         ,94.43,94.44,94.26,31054,2930239.83,71857,109.0,94.315,94.345,94.66,-0.345,-0.315,--,--
T1803                         ,94.905,94.905,94.575,1510,142962.755,4185,649.0,94.615,94.67,94.965,-0.350,-0.295,--,--
T1806                         ,94.99,94.99,94.78,7,664.215,36,2.0,94.86,94.86,95.11,-0.25,-0.25,--,--
小计,,,,32571,3073866.800,76078.0,760.0,,,,,,
TF1712                        ,97.11,97.11,96.97,13281,1288896.97,67023,402.0,97.02,97.035,97.265,-0.245,-0.230,--,--
TF1803                        ,97.395,97.485,97.305,222,21619.75,1266,59.0,97.305,97.315,97.565,-0.260,-0.250,--,--
TF1806                        ,98.065,98.065,98.065,1,98.065,1,1.0,98.065,98.065,97.355,0.710,0.710,--,--
小计,,,,13504,1310614.785,68290.0,462.0,,,,,,
合计,,,,89615,9324067.845,240134.0,2147.0,,,,,,
