合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1710                        ,6690.2,6718.4,6656,9048,1209366.956,18930,-525.0,6717,6696.8,6674,43.0,22.8,--,--
IC1711                        ,6658.8,6691.2,6632,751,99952.652,1447,224.0,6690,6667.8,6647,43.0,20.8,--,--
IC1712                        ,6634,6674,6610.6,549,72857.996,7118,-9.0,6661.6,6649.4,6628.2,33.4,21.2,--,--
IC1803                        ,6576,6608.4,6553.2,212,27882.508,1791,40.0,6608.4,6586.2,6566.2,42.2,20.0,--,--
小计,,,,10560,1410060.112,29286.0,-270.0,,,,,,
IF1710                        ,3890.8,3906,3868.8,12489,1455687.81,25689,299.0,3893,3889.6,3890.8,2.2,-1.2,--,--
IF1711                        ,3888.8,3903.2,3868,792,92271.966,1745,203.0,3891.6,3887.8,3886.8,4.8,1.0,--,--
IF1712                        ,3890.8,3903.2,3866.8,1598,186140.286,11564,200.0,3886.4,3886.6,3885.8,0.6,0.8,--,--
IF1803                        ,3885,3900.6,3865,660,76910.916,3239,249.0,3887,3884.2,3884.2,2.8,0.0,--,--
小计,,,,15539,1811010.978,42237.0,951.0,,,,,,
IH1710                        ,2705.8,2717.2,2684,8867,717542.556,16821,431.0,2698.6,2697.8,2701.6,-3.0,-3.8,--,--
IH1711                        ,2720.4,2725,2694.2,474,38473.824,712,108.0,2706.6,2707.2,2710.6,-4.0,-3.4,--,--
IH1712                        ,2720,2731.6,2701.4,800,65182.008,5853,-27.0,2717.8,2716.8,2718.2,-0.4,-1.4,--,--
IH1803                        ,2736.6,2753,2724.8,185,15198.024,1783,65.0,2742,2742,2738.8,3.2,3.2,--,--
小计,,,,10326,836396.412,25169.0,577.0,,,,,,
T1712                         ,94.92,94.995,94.845,21234,2015444.56,70913,-440.0,94.935,94.945,94.905,0.030,0.040,--,--
T1803                         ,95.19,95.255,95.14,493,46929.74,2450,276.0,95.235,95.195,95.195,0.040,0.000,--,--
T1806                         ,95.27,95.31,95.26,7,667,28,2.0,95.31,95.295,95.29,0.02,0.005,--,--
小计,,,,21734,2063041.30,73391.0,-162.0,,,,,,
TF1712                        ,97.47,97.52,97.435,6139,598354.53,64670,-219.0,97.44,97.46,97.49,-0.05,-0.03,--,--
TF1803                        ,97.74,97.74,97.69,25,2442.82,900,4.0,97.72,97.71,97.76,-0.04,-0.05,--,--
TF1806                        ,,,,0,0,0,0.0,97.82,97.55,97.58,0.24,-0.03,--,--
小计,,,,6164,600797.35,65570.0,-215.0,,,,,,
合计,,,,64323,6721306.152,235653.0,881.0,,,,,,
