合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1711                        ,6468,6524.8,6446.6,9877,1280608.116,17511,-900.0,6507.6,6502.6,6466.6,41.0,36.0,--,--
IC1712                        ,6424,6483.4,6413,1197,154281.784,8641,-167.0,6470,6460.2,6427.8,42.2,32.4,--,--
IC1803                        ,6341.8,6400,6338.2,267,34024.34,2373,75.0,6395.8,6381.4,6360,35.8,21.4,--,--
IC1806                        ,6296,6341.2,6278,107,13500.584,414,44.0,6328,6326.4,6295.8,32.2,30.6,--,--
小计,,,,11448,1482414.824,28939.0,-948.0,,,,,,
IF1711                        ,3979.2,3997,3973.4,10465,1250471.046,22954,-968.0,3993.8,3991.6,3978.8,15.0,12.8,--,--
IF1712                        ,3972.4,3993,3967.8,2068,246782.868,14652,265.0,3990,3987,3976.4,13.6,10.6,--,--
IF1803                        ,3970.6,3992,3964.8,392,46786.656,4242,-17.0,3988.2,3986.2,3973.4,14.8,12.8,--,--
IF1806                        ,3964.2,3988.8,3964.2,95,11327.916,464,10.0,3979.4,3984.6,3970.8,8.6,13.8,--,--
小计,,,,13020,1555368.486,42312.0,-710.0,,,,,,
IH1711                        ,2797.8,2799.8,2787.6,6752,565870.026,13629,-1409.0,2797.8,2796.6,2797.6,0.2,-1.0,--,--
IH1712                        ,2802.4,2808.6,2794.2,926,77810.7,7667,46.0,2807.2,2804.8,2804,3.2,0.8,--,--
IH1803                        ,2819.6,2824.6,2814.4,241,20383.698,2352,23.0,2823,2821.4,2820.4,2.6,1.0,--,--
IH1806                        ,2831.2,2836.6,2825.8,67,5688.57,190,24.0,2831.8,2833,2834,-2.2,-1.0,--,--
小计,,,,7986,669752.994,23838.0,-1316.0,,,,,,
T1712                         ,92.745,92.88,92.51,58772,5448809.42,59934,-1943.0,92.68,92.725,92.395,0.285,0.330,--,--
T1803                         ,92.8,92.98,92.67,8524,791375.425,13810,1048.0,92.805,92.855,92.56,0.245,0.295,--,--
T1806                         ,93,93.1,92.9,33,3068.86,243,6.0,92.955,92.99,92.76,0.195,0.23,--,--
小计,,,,67329,6243253.705,73987.0,-889.0,,,,,,
TF1712                        ,96.03,96.13,95.935,16407,1575857.65,56050,-3381.0,96.065,96.075,95.83,0.235,0.245,--,--
TF1803                        ,96.33,96.69,96.24,3947,380254.285,9847,1912.0,96.35,96.375,96.13,0.22,0.245,--,--
TF1806                        ,,,,0,0,3,0.0,96.165,96.7,96.455,-0.290,0.245,--,--
小计,,,,20354,1956111.935,65900.0,-1469.0,,,,,,
合计,,,,120137,11906901.944,234976.0,-5332.0,,,,,,
