合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,Delta
IC2001                        ,5145.8,5258,5113.8,76383,7942778.18,77018,-1831.0,5245,5239.8,5180.8,64.2,59.0,--
IC2002                        ,5134.8,5243,5098.2,1944,201573.208,3018,519.0,5230.6,5224,5162.4,68.2,61.6,--
IC2003                        ,5110,5227,5070,17626,1820398.152,56255,2295.0,5215,5210,5138.2,76.8,71.8,--
IC2006                        ,5025.8,5156.6,4992.6,11937,1215090.644,35362,52.0,5154,5141.4,5066.6,87.4,74.8,--
小计,,,,107890,11179840.184,171653.0,1035.0,,,,,,
IF2001                        ,4027.6,4106.2,4014.2,89233,10888078.374,82058,1867.0,4090.8,4091.2,4039.2,51.6,52.0,--
IF2002                        ,4036.8,4113,4022.2,1513,185289.756,1833,510.0,4102.4,4100.8,4045.4,57.0,55.4,--
IF2003                        ,4031,4117.6,4023.4,15476,1893545.214,36887,-778.0,4106,4105,4048,58.0,57.0,--
IF2006                        ,4031,4116.6,4023.8,4298,525984.156,13300,388.0,4106.8,4103.6,4047.4,59.4,56.2,--
小计,,,,110520,13492897.500,134078.0,1987.0,,,,,,
IH2001                        ,3026.6,3078,3017.8,29123,2665393.578,29672,-307.0,3067.8,3066.8,3031.8,36.0,35.0,--
IH2002                        ,3025.2,3082.4,3022,661,60655.002,1137,172.0,3072,3072.6,3037.4,34.6,35.2,--
IH2003                        ,3024.2,3085,3021.2,6043,554454.498,22594,-501.0,3076.2,3075.4,3036.6,39.6,38.8,--
IH2006                        ,3023.2,3080,3018,1892,173322.822,6391,-251.0,3073.4,3072,3032.6,40.8,39.4,--
小计,,,,37719,3453825.900,59794.0,-887.0,,,,,,
IO2002-C-3550                 ,482.8,556.8,481.4,35,179.412,24,-8.0,553.4,552.8,494.4,59.0,58.4,0.9640
IO2002-C-3600                 ,436.8,504.8,436.8,63,300.068,104,4.0,504.8,503.4,444,60.8,59.4,0.9600
IO2002-C-3650                 ,388.4,460.2,385.2,58,249.814,65,3.0,459.4,454.4,395.6,63.8,58.8,0.9520
IO2002-C-3700                 ,360,419.8,357.8,31,120.916,80,-9.0,408.8,405.6,348.4,60.4,57.2,0.9420
IO2002-C-3750                 ,287.8,367.4,287.8,42,146.94,66,-6.0,363,360.2,305.6,57.4,54.6,0.9120
IO2002-C-3800                 ,253.4,321.4,245.2,65,184.31,87,3.0,315,315,259.6,55.4,55.4,0.8820
IO2002-C-3850                 ,212.6,277.2,203.8,91,212.788,93,-18.0,277.2,271.2,219.6,57.6,51.6,0.8430
IO2002-C-3900                 ,172.2,232.8,168.6,100,197.574,90,-19.0,232.8,232.8,179.2,53.6,53.6,0.7860
IO2002-C-3950                 ,140.2,202.8,136,346,592.89,136,45.0,191.2,191.2,145.8,45.4,45.4,0.7360
IO2002-C-4000                 ,113.6,168.8,108.6,3574,5045.836,1707,172.0,158.8,158.8,116.6,42.2,42.2,0.6630
IO2002-C-4050                 ,86.8,137.2,84,1350,1511.484,699,-39.0,129,129,91.2,37.8,37.8,0.5890
IO2002-C-4100                 ,73.2,110.4,65,1168,1066.98,659,67.0,102.6,103.4,70,32.6,33.4,0.5120
IO2002-C-4150                 ,52,87.6,49,614,457.45,378,73.0,82.4,82.4,54.6,27.8,27.8,0.4370
IO2002-C-4200                 ,38,68.8,36.6,527,283.004,416,113.0,63.4,62.8,40.4,23.0,22.4,0.3640
