合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1604                        ,6376.2,6391.8,6329.2,4898,623526.84,0,-6020.0,6376.6,6374.38,6364.8,11.8,9.58,--,--
IC1605                        ,6225,6238.8,6147,13187,1631182.936,19414,3617.0,6214.6,6179.2,6200.8,13.8,-21.6,--,--
IC1606                        ,6065,6080.2,5989,914,110197.708,4886,37.0,6051,6023.6,6048.8,2.2,-25.2,--,--
IC1609                        ,5674.4,5698.2,5603,670,75595.448,4015,197.0,5655.4,5636.4,5660.6,-5.2,-24.2,--,--
小计,,,,19669,2440502.932,28315.0,-2169.0,,,,,,
IF1604                        ,3270,3279.4,3258.2,7579,743325.09,0,-8994.0,3270.2,3270.57,3267.2,3.0,3.37,--,--
IF1605                        ,3234.4,3243.4,3220.2,15020,1455841.602,29583,5008.0,3237.6,3228.8,3229.8,7.8,-1.0,--,--
IF1606                        ,3192,3201.8,3178.4,1265,121013.964,9683,-14.0,3193,3186.4,3186.6,6.4,-0.2,--,--
IF1609                        ,3075.2,3085.6,3066.4,356,32843.67,3952,-71.0,3082.4,3074.4,3070.4,12.0,4.0,--,--
小计,,,,24220,2353024.326,43218.0,-4071.0,,,,,,
IH1604                        ,2184.8,2188,2172,3263,213417.006,0,-4130.0,2181.8,2181.54,2176.2,5.6,5.34,--,--
IH1605                        ,2175,2187.8,2169.2,5844,381467.82,11579,1729.0,2173,2172.8,2171.8,1.2,1.0,--,--
IH1606                        ,2161.2,2174.8,2157.4,552,35835.882,4071,49.0,2162.6,2161.2,2159.6,3.0,1.6,--,--
IH1609                        ,2125,2132.2,2114.2,245,15590.37,1380,58.0,2121.8,2122.2,2113.8,8.0,8.4,--,--
小计,,,,9904,646311.078,17030.0,-2294.0,,,,,,
T1606                         ,99.265,99.565,99.265,19921,1981334.445,33389,-325.0,99.485,99.525,99.255,0.230,0.270,--,--
T1609                         ,98.195,98.405,98.145,3885,381953.455,13375,-166.0,98.36,98.365,98.065,0.295,0.300,--,--
T1612                         ,97.365,97.53,97.365,145,14131.9,1392,48.0,97.52,97.49,97.255,0.265,0.235,--,--
小计,,,,23951,2377419.800,48156.0,-443.0,,,,,,
TF1606                        ,100.485,100.715,100.445,14036,1411757.065,23690,-2457.0,100.635,100.66,100.425,0.210,0.235,--,--
TF1609                        ,99.725,99.98,99.725,2045,204196.585,10057,966.0,99.92,99.93,99.69,0.23,0.24,--,--
TF1612                        ,99.295,99.52,99.295,81,8054.83,1435,61.0,99.46,99.51,99.245,0.215,0.265,--,--
小计,,,,16162,1624008.480,35182.0,-1430.0,,,,,,
合计,,,,93906,9441266.616,171901.0,-10407.0,,,,,,
