合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1605                        ,5800.4,5916,5767,14947,1745553.124,22584,204.0,5788.4,5826.6,5800.4,-12.0,26.2,--,--
IC1606                        ,5611.4,5742,5600,1366,154905.868,5314,-151.0,5605.4,5657.2,5625.8,-20.4,31.4,--,--
IC1609                        ,5197.4,5304.8,5180,909,95282.988,4196,-65.0,5180,5232,5197.2,-17.2,34.8,--,--
IC1612                        ,4897,4986.8,4866,325,31973.668,630,91.0,4876.8,4901,4892.6,-15.8,8.4,--,--
小计,,,,17547,2027715.648,32724.0,79.0,,,,,,
IF1605                        ,3110,3169.4,3103.6,18879,1775725.752,32816,23.0,3115,3137.4,3110.2,4.8,27.2,--,--
IF1606                        ,3069.8,3123,3054.8,2001,185422.422,10036,-4.0,3071.8,3094.8,3061.4,10.4,33.4,--,--
IF1609                        ,2958.8,3004,2941.4,640,57087.108,3980,-107.0,2964.4,2978.8,2949,15.4,29.8,--,--
IF1612                        ,2870,2923.4,2867.2,195,16927.932,430,70.0,2879.6,2898.4,2871,8.6,27.4,--,--
小计,,,,21715,2035163.214,47262.0,-18.0,,,,,,
IH1605                        ,2126,2162.6,2119.8,6920,444199.65,12769,181.0,2136.4,2149.6,2115.8,20.6,33.8,--,--
IH1606                        ,2099,2143.6,2097.8,872,55505.232,4132,-155.0,2118,2132,2096.2,21.8,35.8,--,--
IH1609                        ,2056,2104,2055,358,22362.228,1662,51.0,2082.8,2092.8,2055.2,27.6,37.6,--,--
IH1612                        ,2035.4,2070,2029.2,69,4244.538,182,21.0,2051.4,2058.8,2025.8,25.6,33.0,--,--
小计,,,,8219,526311.648,18745.0,98.0,,,,,,
T1606                         ,99.225,99.43,99.135,18187,1805595.285,32568,-954.0,99.305,99.255,99.315,-0.010,-0.060,--,--
T1609                         ,97.99,97.995,97.715,4628,452854.065,16710,1072.0,97.82,97.775,98.04,-0.22,-0.265,--,--
T1612                         ,97.2,97.215,96.93,319,30967.895,1883,229.0,96.95,96.95,97.26,-0.31,-0.31,--,--
小计,,,,23134,2289417.245,51161.0,347.0,,,,,,
TF1606                        ,100.515,100.68,100.42,13220,1329147.285,19838,-1068.0,100.52,100.49,100.52,0.00,-0.03,--,--
TF1609                        ,99.56,99.66,99.4,3663,364596.645,12873,1548.0,99.475,99.445,99.62,-0.145,-0.175,--,--
TF1612                        ,99.08,99.15,98.52,149,14760.725,1926,75.0,98.91,98.91,99.13,-0.22,-0.22,--,--
小计,,,,17032,1708504.655,34637.0,555.0,,,,,,
合计,,,,87647,8587112.410,184529.0,1061.0,,,,,,
