合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1511                        ,6685,6850,6645.6,8843,1190087.604,8956,760.0,6850,6768.6,6633.8,216.2,134.8,--,--
IC1512                        ,6482.4,6619,6405.6,1457,189952,4842,145.0,6609.8,6555.8,6430.8,179.0,125.0,--,--
IC1603                        ,6192.8,6308.8,6150.8,98,12187.156,868,-1.0,6308.8,6257.2,6109.2,199.6,148.0,--,--
IC1606                        ,6000,6196.8,5990,17,2054.952,26,11.0,6196.8,6112.2,6005.8,191.0,106.4,--,--
小计,,,,10415,1394281.712,14692.0,915.0,,,,,,
IF1511                        ,3395,3470,3374,13128,1341069.714,18993,628.0,3466.6,3426,3377.8,88.8,48.2,--,--
IF1512                        ,3291.4,3360,3281.2,3157,313330.68,19223,811.0,3358,3322.8,3284.6,73.4,38.2,--,--
IF1603                        ,3209.6,3252,3177.8,144,13863.6,1445,-11.0,3252,3214.6,3192.4,59.6,22.2,--,--
IF1606                        ,3133.4,3168,3115.4,50,4707.318,112,10.0,3168,3139.2,3121.4,46.6,17.8,--,--
小计,,,,16479,1672971.312,39773.0,1438.0,,,,,,
IH1511                        ,2267.4,2299,2252,4810,327358.188,6613,419.0,2298,2276.6,2268.6,29.4,8.0,--,--
IH1512                        ,2239.4,2268,2225,860,57827.424,8077,273.0,2264.2,2250.8,2240,24.2,10.8,--,--
IH1603                        ,2193.2,2223.8,2192.2,75,4957.386,671,22.0,2223.8,2208.8,2205,18.8,3.8,--,--
IH1606                        ,2190,2190,2190,1,65.7,3,1.0,2190,2190,2190,0.0,0.0,--,--
小计,,,,5746,390208.698,15364.0,715.0,,,,,,
T1512                         ,98.315,99.165,98.265,15347,1515318.12,16552,659.0,99.165,98.965,98.145,1.020,0.820,--,--
T1603                         ,98.35,99.15,98.325,1007,99513.6,5367,381.0,99.14,99.015,98.2,0.94,0.815,--,--
T1606                         ,98.56,99.105,98.56,132,13055.905,454,45.0,99.105,98.995,98.3,0.805,0.695,--,--
小计,,,,16486,1627887.625,22373.0,1085.0,,,,,,
TF1512                        ,99.725,100.315,99.725,34135,3414382.99,16810,1527.0,100.3,100.18,99.685,0.615,0.495,--,--
TF1603                        ,99.76,100.295,99.76,863,86331.225,4238,321.0,100.28,100.155,99.695,0.585,0.460,--,--
TF1606                        ,100.025,100.4,100,224,22445.68,1029,51.0,100.4,100.285,99.845,0.555,0.440,--,--
小计,,,,35222,3523159.895,22077.0,1899.0,,,,,,
合计,,,,84348,8608509.242,114279.0,6052.0,,,,,,
