合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1701                        ,6249.4,6254.6,6187.8,6495,808021.016,19581,175.0,6235,6229.2,6238.2,-3.2,-9.0,--,--
IC1702                        ,6160,6160,6107.4,213,26138.992,385,63.0,6142,6143.8,6146.2,-4.2,-2.4,--,--
IC1703                        ,6080,6080.8,6032,496,60087.692,8005,-40.0,6075,6065.4,6065,10.0,0.4,--,--
IC1706                        ,5858.2,5860,5820.2,318,37139.252,4198,137.0,5860,5852.4,5840.2,19.8,12.2,--,--
小计,,,,7522,931386.952,32169.0,335.0,,,,,,
IF1701                        ,3307,3310,3285.2,7730,764850.594,28026,-85.0,3300,3300.8,3304.6,-4.6,-3.8,--,--
IF1702                        ,3286.6,3288.6,3268.6,187,18396.942,339,83.0,3284,3281.8,3286,-2.0,-4.2,--,--
IF1703                        ,3268.4,3268.4,3247.8,602,58844.166,9505,82.0,3261,3261.2,3262.4,-1.4,-1.2,--,--
IF1706                        ,3212,3219.2,3204.4,210,20241.15,1653,77.0,3213.4,3216.6,3213.4,0.0,3.2,--,--
小计,,,,8729,862332.852,39523.0,157.0,,,,,,
IH1701                        ,2285.2,2290,2270.4,3425,234271.104,17348,148.0,2278.6,2280.6,2286.8,-8.2,-6.2,--,--
IH1702                        ,2276.8,2278,2262,71,4835.022,152,5.0,2269.8,2270,2276,-6.2,-6.0,--,--
IH1703                        ,2265.2,2269.2,2253.6,351,23808.432,5739,54.0,2258,2261.8,2267.2,-9.2,-5.4,--,--
IH1706                        ,2242,2242,2229.8,74,4965.552,1286,40.0,2238.8,2238.8,2242.2,-3.4,-3.4,--,--
小计,,,,3921,267880.110,24525.0,247.0,,,,,,
T1703                         ,96.39,96.99,96.08,83802,8090793.49,41539,-2477.0,96.98,96.83,96.18,0.80,0.65,--,--
T1706                         ,95.36,96.055,95.18,8343,797767.32,15752,-542.0,96.055,95.95,95.21,0.845,0.74,--,--
T1709                         ,94.81,95.38,94.52,272,25845.65,965,27.0,95.38,95.255,94.635,0.745,0.620,--,--
小计,,,,92417,8914406.46,58256.0,-2992.0,,,,,,
TF1703                        ,98.825,99.2,98.65,17863,1766803.3,18190,-2003.0,99.15,99.09,98.755,0.395,0.335,--,--
TF1706                        ,98.11,98.57,98.07,1659,162989.295,4198,68.0,98.545,98.465,98.095,0.450,0.370,--,--
TF1709                        ,97.745,98.135,97.585,29,2839.475,232,7.0,97.88,98.035,97.67,0.21,0.365,--,--
小计,,,,19551,1932632.070,22620.0,-1928.0,,,,,,
合计,,,,132140,12908638.444,177093.0,-4181.0,,,,,,
