trade_date,open,high,low,close,atr,atr_pct
2009-03-03,2315.22,2431.08,2298.41,2402.44,105.9203,4.4089
2009-03-04,2411.28,2543.46,2411.28,2541.43,108.4274,4.2664
2009-03-05,2567.05,2596.92,2501.13,2564.77,107.5247,4.1924
2009-03-06,2524.11,2570.82,2510.31,2548.34,104.1665,4.0876
2009-03-09,2555.46,2577.17,2423.76,2429.33,107.6839,4.4327
2009-03-10,2399.63,2487.79,2394.62,2487.79,106.6472,4.2868
2009-03-11,2531.02,2535.80,2468.95,2481.96,103.8046,4.1824
2009-03-12,2468.34,2500.58,2403.97,2492.52,103.2907,4.1440
2009-03-13,2500.24,2518.58,2465.36,2469.92,99.7142,4.0371
2009-03-16,2455.57,2503.91,2439.22,2503.91,97.2125,3.8824
2009-03-17,2505.44,2602.98,2496.80,2595.07,97.8530,3.7707
2009-03-18,2605.72,2664.28,2602.21,2624.44,95.8071,3.6506
2009-03-19,2629.51,2687.28,2623.14,2687.28,93.5451,3.4810
2009-03-20,2687.11,2691.37,2621.49,2672.45,91.8548,3.4371
2009-03-23,2669.21,2726.86,2661.31,2723.02,89.9759,3.3043
2009-03-24,2741.75,2754.18,2707.42,2743.76,86.8890,3.1668
2009-03-25,2728.49,2756.65,2681.40,2681.40,86.0576,3.2094
2009-03-26,2673.70,2747.38,2638.05,2747.38,87.7200,3.1929
2009-03-27,2758.91,2790.01,2742.80,2773.33,84.8264,3.0586
2009-03-30,2774.70,2806.15,2763.79,2785.36,81.7931,2.9365
2009-03-31,2728.74,2814.25,2708.28,2814.17,83.5200,2.9678
2009-04-01,2822.11,2866.80,2822.11,2855.85,81.3136,2.8473
2009-04-02,2864.72,2889.34,2842.91,2861.15,78.8219,2.7549
2009-04-03,2875.42,2888.39,2810.90,2848.33,78.7268,2.7640
2009-04-07,2850.97,2893.86,2850.97,2893.86,76.3556,2.6385
2009-04-08,2884.40,2896.32,2799.43,2799.43,77.8223,2.7799
2009-04-09,2790.23,2860.71,2782.93,2860.71,77.8193,2.7203
2009-04-10,2872.57,2946.32,2863.82,2945.91,78.3758,2.6605
2009-04-13,2960.73,2985.34,2950.62,2979.83,75.5939,2.5369
2009-04-14,2980.06,3034.32,2962.73,3030.31,75.3079,2.4852
2009-04-15,3015.77,3071.31,2990.13,3071.29,75.7274,2.4657
2009-04-16,3079.32,3108.38,3026.23,3089.67,76.1861,2.4658
2009-04-17,3080.73,3089.34,3002.19,3042.66,76.9928,2.5304
2009-04-20,3032.36,3122.54,3032.36,3122.54,77.9348,2.4959
2009-04-21,3094.51,3134.62,3062.09,3117.70,77.5487,2.4874
2009-04-22,3122.59,3141.93,2936.99,2959.56,86.6481,2.9277
2009-04-23,2929.24,2999.27,2899.90,2980.15,87.5568,2.9380
