合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1705                        ,6244.8,6257,6106,11588,1428093.344,19903,1478.0,6108.4,6143.4,6264,-155.6,-120.6,--,--
IC1706                        ,6200.2,6214.8,6075.8,2125,260290.596,10411,78.0,6075.8,6113,6222,-146.2,-109.0,--,--
IC1709                        ,6120,6134.8,5980.2,951,115046.304,5321,-18.0,5990,6020.2,6135.8,-145.8,-115.6,--,--
IC1712                        ,6039.6,6068.8,5923.4,273,32583.648,271,271.0,5927.8,5943.4,6135.8,-208.0,-192.4,--,--
小计,,,,14937,1836013.892,35906.0,1809.0,,,,,,
IF1705                        ,3439,3441.8,3398.2,16700,1709450.814,27859,1085.0,3408.2,3411.8,3438.6,-30.4,-26.8,--,--
IF1706                        ,3419.4,3420.8,3375.2,2148,218552.082,13442,343.0,3388.4,3393.8,3418.8,-30.4,-25.0,--,--
IF1709                        ,3360.8,3360.8,3320.2,752,75226.794,5648,195.0,3330.2,3337.8,3359.2,-29.0,-21.4,--,--
IF1712                        ,3347.2,3347.2,3300,301,29896.638,294,294.0,3304.2,3310.2,3359.2,-55.0,-49.0,--,--
小计,,,,19901,2033126.328,47243.0,1917.0,,,,,,
IH1705                        ,2333.4,2334.6,2316.6,6341,442069.89,17476,488.0,2326,2326.8,2329,-3.0,-2.2,--,--
IH1706                        ,2316.2,2322.4,2302,877,60741.306,7212,-89.0,2311.2,2311.8,2312.8,-1.6,-1.0,--,--
IH1709                        ,2258.8,2266.2,2250.2,382,25871.028,4754,-62.0,2256.6,2260.8,2258.8,-2.2,2.0,--,--
IH1712                        ,2254,2254,2228,110,7388.646,109,109.0,2242,2242,2258.8,-16.8,-16.8,--,--
小计,,,,7710,536070.870,29551.0,446.0,,,,,,
T1706                         ,95.69,95.78,95.27,53953,5152913.865,52350,-10.0,95.39,95.355,95.85,-0.46,-0.495,--,--
T1709                         ,94.91,94.95,94.49,7356,696566.28,16239,911.0,94.565,94.555,95.02,-0.455,-0.465,--,--
T1712                         ,94.35,94.35,93.95,306,28803.13,1421,129.0,94.02,94.005,94.395,-0.375,-0.390,--,--
小计,,,,61615,5878283.275,70010.0,1030.0,,,,,,
TF1706                        ,98.39,98.39,98.03,10477,1028985.51,21636,1078.0,98.14,98.105,98.43,-0.29,-0.325,--,--
TF1709                        ,97.86,97.94,97.63,1041,101790.475,3417,381.0,97.69,97.685,97.97,-0.28,-0.285,--,--
TF1712                        ,97.5,97.5,97.22,13,1266.09,126,7.0,97.35,97.325,97.585,-0.235,-0.260,--,--
小计,,,,11531,1132042.075,25179.0,1466.0,,,,,,
合计,,,,115694,11415536.440,207889.0,6668.0,,,,,,
