合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1705                        ,6128,6176,6128,9484,1168104.52,19013,-428.0,6142,6152.4,6134,8.0,18.4,--,--
IC1706                        ,6098.2,6142.6,6098.2,1412,173010.536,10349,-94.0,6111.8,6122,6099.2,12.6,22.8,--,--
IC1709                        ,6020.2,6059.4,6020.2,497,60074.528,5104,-32.0,6034.8,6043,6014.2,20.6,28.8,--,--
IC1712                        ,5944.8,5981,5944.8,265,31621.924,506,148.0,5964.2,5965.2,5935,29.2,30.2,--,--
小计,,,,11658,1432811.508,34972.0,-406.0,,,,,,
IF1705                        ,3427.2,3448.8,3425.4,14130,1457099.31,26765,400.0,3427.8,3433.4,3423.8,4.0,9.6,--,--
IF1706                        ,3409,3433,3409,1744,179079.594,13483,75.0,3413.2,3419,3407.6,5.6,11.4,--,--
IF1709                        ,3351,3368.8,3351,662,66783.396,5690,134.0,3353,3358.6,3348,5.0,10.6,--,--
IF1712                        ,3327,3342.2,3324,170,17003.088,369,65.0,3328.2,3331.8,3316.2,12.0,15.6,--,--
小计,,,,16706,1719965.388,46307.0,674.0,,,,,,
IH1705                        ,2338,2348.8,2333,5841,410172.456,16877,27.0,2334.8,2338.6,2335.4,-0.6,3.2,--,--
IH1706                        ,2325,2338.2,2323.2,953,66624.966,7121,53.0,2324.8,2328.8,2323,1.8,5.8,--,--
IH1709                        ,2273.8,2285.2,2272,353,24135.48,4886,39.0,2276.8,2279.6,2271.6,5.2,8.0,--,--
IH1712                        ,2254,2261,2251.2,82,5554.38,134,25.0,2255,2258.8,2250,5.0,8.8,--,--
小计,,,,7229,506487.282,29018.0,144.0,,,,,,
T1706                         ,95.795,96.08,95.755,48499,4651526.68,48030,-1328.0,95.93,95.91,95.865,0.065,0.045,--,--
T1709                         ,94.9,95.245,94.9,6438,611947.42,18091,1486.0,95.125,95.04,95.06,0.065,-0.02,--,--
T1712                         ,94.4,94.615,94.345,156,14737.035,1455,15.0,94.52,94.465,94.465,0.055,0.000,--,--
小计,,,,55093,5278211.135,67576.0,173.0,,,,,,
TF1706                        ,98.31,98.48,98.305,8948,880325.52,21109,356.0,98.42,98.38,98.4,0.02,-0.02,--,--
TF1709                        ,97.95,98.09,97.87,1639,160574.48,4408,804.0,98.025,97.97,97.97,0.055,0.00,--,--
TF1712                        ,97.59,97.65,97.56,13,1268.68,128,6.0,97.63,97.605,97.585,0.045,0.020,--,--
小计,,,,10600,1042168.68,25645.0,1166.0,,,,,,
合计,,,,101286,9979643.993,203518.0,1751.0,,,,,,
