合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1603                        ,5602.2,5796.8,5561.2,10005,1133904.184,6316,-5288.0,5760,5745.6,5553.8,206.2,191.8,--,--
IC1604                        ,5428,5608,5360.2,13998,1536622.688,17145,5781.0,5577.6,5563.4,5347.2,230.4,216.2,--,--
IC1606                        ,5054,5259.8,5007,992,101901.62,3833,111.0,5226,5221.2,4997,229.0,224.2,--,--
IC1609                        ,4599.4,4817,4580,712,66808.416,3227,66.0,4780,4775.2,4553,227.0,222.2,--,--
小计,,,,25707,2839236.908,30521.0,670.0,,,,,,
IF1603                        ,3099,3160.6,3071,14253,1329519.624,9399,-8391.0,3123,3128.8,3068.8,54.2,60.0,--,--
IF1604                        ,3010,3099.6,3002,17904,1639077.828,25668,8292.0,3067.8,3073,2998,69.8,75.0,--,--
IF1606                        ,2909,2988.2,2892.4,1433,126454.41,7409,259.0,2965,2968.2,2890.8,74.2,77.4,--,--
IF1609                        ,2754,2828.8,2750,454,37943.448,3976,67.0,2809,2810,2737,72.0,73.0,--,--
小计,,,,34044,3132995.310,46452.0,227.0,,,,,,
IH1603                        ,2127.8,2160.2,2106,6641,424532.67,4558,-3668.0,2130,2138.4,2105.8,24.2,32.6,--,--
IH1604                        ,2099,2130,2066.4,6688,420584.85,10598,2886.0,2100.4,2103.4,2064.8,35.6,38.6,--,--
IH1606                        ,2026,2070,2009.2,712,43526.586,3307,241.0,2047,2050.4,2009.2,37.8,41.2,--,--
IH1609                        ,1944,1996.8,1943,112,6607.908,1058,-10.0,1981.8,1981.2,1939.2,42.6,42.0,--,--
小计,,,,14153,895252.014,19521.0,-551.0,,,,,,
T1606                         ,100,100.01,99.655,27551,2751038.855,35263,-774.0,99.695,99.73,99.935,-0.240,-0.205,--,--
T1609                         ,99.15,99.17,98.915,1362,134915.425,5900,419.0,98.92,98.975,99.11,-0.19,-0.135,--,--
T1612                         ,98.5,98.595,98.5,219,21580.95,303,214.0,98.56,98.545,98.58,-0.02,-0.035,--,--
小计,,,,29132,2907535.230,41466.0,-141.0,,,,,,
TF1606                        ,100.8,100.82,100.625,16114,1622461.125,28340,-1080.0,100.63,100.65,100.775,-0.145,-0.125,--,--
TF1609                        ,100.305,100.335,100.21,268,26869.645,2823,39.0,100.22,100.235,100.44,-0.22,-0.205,--,--
TF1612                        ,99.88,100.01,99.88,146,14585.78,365,137.0,99.9,99.9,100.035,-0.135,-0.135,--,--
小计,,,,16528,1663916.550,31528.0,-904.0,,,,,,
合计,,,,119564,11438936.012,169488.0,-699.0,,,,,,
