合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,Delta
IC2201                        ,7229.6,7255.6,7183,43406,6272233.748,85895,-216.0,7192,7198,7227.2,-35.2,-29.2,--
IC2202                        ,7202.4,7231,7163.2,4326,622598.544,12870,1932.0,7176,7176,7199.6,-23.6,-23.6,--
IC2203                        ,7166.2,7198,7129.2,14905,2135636.176,95248,551.0,7138.6,7140.2,7166,-27.4,-25.8,--
IC2206                        ,7028,7047,6984.4,9455,1326497.908,83834,456.0,6996.4,6995.4,7016.6,-20.2,-21.2,--
小计,,,,72092,10356966.376,277847.0,2723.0,,,,,,
IF2201                        ,4833.6,4863.4,4825.4,58567,8508602.346,77525,-4678.0,4829.6,4836,4820.6,9.0,15.4,--
IF2202                        ,4827,4864,4827,1814,263554.602,4885,-458.0,4833.4,4837,4820.6,12.8,16.4,--
IF2203                        ,4821.4,4858.2,4821,16763,2432456.454,78153,-1459.0,4822.8,4830.4,4814.4,8.4,16.0,--
IF2206                        ,4793,4829.4,4793,5702,822690.114,38700,-1012.0,4797.6,4804.8,4784.6,13.0,20.2,--
小计,,,,82846,12027303.516,199263.0,-7607.0,,,,,,
IH2201                        ,3216.6,3245.8,3216.6,34020,3300722.688,50383,-4357.0,3226.8,3231.4,3217.6,9.2,13.8,--
IH2202                        ,3228.2,3252.8,3228,2038,198255.234,4668,89.0,3232.8,3239.4,3225.6,7.2,13.8,--
IH2203                        ,3226.4,3256.6,3226.4,9918,965381.97,39654,-973.0,3234.6,3240.4,3229.4,5.2,11.0,--
IH2206                        ,3220,3242.8,3219.2,3003,291245.37,19742,29.0,3224.2,3229.6,3215.6,8.6,14.0,--
小计,,,,48979,4755605.262,114447.0,-5212.0,,,,,,
IO2201-C-4300                 ,546.8,546.8,546.8,3,16.404,114,0.0,546.8,537,520.4,26.4,16.6,0.9840
IO2201-C-4350                 ,,,,0,0,60,0.0,459.2,487.2,471,-11.8,16.2,0.9810
IO2201-C-4400                 ,444.6,444.6,434.8,4,17.678,74,-2.0,434.8,437.6,422,12.8,15.6,0.9760
IO2201-C-4450                 ,402.2,402.2,402.2,3,12.066,67,3.0,402.2,388.2,373,29.2,15.2,0.9700
IO2201-C-4500                 ,348,355,335.8,48,163.606,79,3.0,336.6,339,324.6,12.0,14.4,0.9590
IO2201-C-4550                 ,299.8,306.4,288.2,29,84.694,104,-1.0,288.2,286,277,11.2,9.0,0.9920
IO2201-C-4600                 ,249,267,237.6,158,400.012,335,23.0,237.6,237,231.6,6.0,5.4,0.9750
IO2201-C-4650                 ,201.2,219,191.6,307,617.624,414,28.0,193.2,191.2,187.2,6.0,4.0,0.9160
IO2201-C-4700                 ,156.6,175,146,1905,3035.678,1603,8.0,146,146,147.6,-1.6,-1.6,0.8530
IO2201-C-4750                 ,110.4,133.2,107.2,3085,3705.7,1703,-34.0,107.2,107.2,108.6,-1.4,-1.4,0.7430
IO2201-C-4800                 ,85,96,74.2,8400,7158.284,3947,201.0,74.4,74.4,78.4,-4.0,-4.0,0.6090
IO2201-C-4850                 ,57,65.2,47.2,10745,6194.884,4626,-177.0,47.4,47.4,53,-5.6,-5.6,0.4640
IO2201-C-4900                 ,40.2,42.8,28.8,11028,4143.198,7735,-232.0,29.2,29.2,36,-6.8,-6.8,0.3280
IO2201-C-4950                 ,26.6,27.6,17,6198,1446.72,6669,-728.0,17.2,17.2,23.4,-6.2,-6.2,0.2170
IO2201-C-5000                 ,17.2,18.4,10,8768,1285.414,12803,-758.0,10.2,10.2,15.8,-5.6,-5.6,0.1390
IO2201-C-5100                 ,8,8.8,3.8,5605,358.686,14010,-445.0,3.8,3.8,7.4,-3.6,-3.6,0.0560
IO2201-C-5200                 ,3.6,4.8,1.8,2937,89.202,11082,-433.0,2,2,3.6,-1.6,-1.6,0.0290
IO2201-C-5300                 ,2.2,3,1.4,3183,61.294,9435,-1139.0,1.4,1.4,2.2,-0.8,-0.8,0.0190
IO2201-C-5400                 ,1.2,1.8,1,692,8.194,4302,-332.0,1,1,1.6,-0.6,-0.6,0.0120
IO2201-C-5500                 ,1.2,1.6,.6,872,8.598,4555,-479.0,.6,.6,1.4,-0.8,-0.8,0.0070
IO2201-C-5600                 ,.8,1,.4,467,3.23,2500,-299.0,.6,.6,.8,-0.2,-0.2,0.0070
IO2201-P-4300                 ,.8,1.4,.8,326,3.674,1320,114.0,1.2,1.2,1.4,-0.2,-0.2,-0.0130
