合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,Delta
IC2201                        ,7165.6,7191.8,7132.2,41825,5993960.164,55643,-10706.0,7166,7162,7165.6,0.4,-3.6,--
IC2202                        ,7144.8,7184.4,7126.8,11994,1717345.528,31128,5269.0,7165.2,7157.6,7160,5.2,-2.4,--
IC2203                        ,7150,7162.2,7109.2,19716,2815346.596,102078,121.0,7143,7136.6,7142.6,0.4,-6.0,--
IC2206                        ,7013.4,7039.4,6990.6,7503,1053122.568,87316,1202.0,7024.4,7015.4,7019,5.4,-3.6,--
小计,,,,81038,11579774.856,276165.0,-4114.0,,,,,,
IF2201                        ,4760,4831,4745.2,58610,8434383.078,54102,-5841.0,4812.2,4809,4767,45.2,42.0,--
IF2202                        ,4773,4832,4752.2,11508,1656917.808,17095,4479.0,4814.6,4810,4770,44.6,40.0,--
IF2203                        ,4761.2,4828.6,4745.2,24449,3519300.156,86695,2517.0,4811.6,4807.6,4764.4,47.2,43.2,--
IF2206                        ,4745,4800.4,4722.4,5814,832144.956,43251,854.0,4783,4778,4740.6,42.4,37.4,--
小计,,,,100381,14442745.998,201143.0,2009.0,,,,,,
IH2201                        ,3147.8,3202.8,3137,39799,3791143.23,37193,-2444.0,3186.2,3184.4,3149.8,36.4,34.6,--
IH2202                        ,3157,3206,3144,8270,789037.92,11504,2527.0,3191.2,3187.2,3155.4,35.8,31.8,--
IH2203                        ,3158.2,3209.6,3147,16149,1543551.306,45854,1530.0,3196.2,3192.4,3158.6,37.6,33.8,--
IH2206                        ,3148.4,3197.6,3139.4,4904,467178.24,23357,457.0,3186.8,3182.4,3149.2,37.6,33.2,--
小计,,,,69122,6590910.696,117908.0,2070.0,,,,,,
IO2201-C-4250                 ,,,,0,0,4,0.0,499.8,561.4,516.8,-17.0,44.6,0.9780
IO2201-C-4300                 ,508.8,508.8,508.8,2,10.176,106,-2.0,508.8,509.6,467,41.8,42.6,0.9900
IO2201-C-4350                 ,457.8,472.6,449.6,7,32.244,66,-6.0,449.6,459.6,417,32.6,42.6,0.9900
IO2201-C-4400                 ,380.6,427,380.6,54,218.946,51,-32.0,410.4,409.4,367,43.4,42.4,0.9900
IO2201-C-4450                 ,349.2,379,349.2,25,90.428,54,-21.0,355.4,359.4,317.2,38.2,42.2,0.9890
IO2201-C-4500                 ,266.6,330.6,266.6,43,134.778,70,-23.0,311,311.8,267.4,43.6,44.4,0.9610
IO2201-C-4550                 ,230.4,280,230,64,167.744,88,-28.0,260.6,259.8,218,42.6,41.8,0.9810
IO2201-C-4600                 ,166.4,230,151.4,788,1495.45,459,-189.0,212,210.2,167.6,44.4,42.6,0.9700
IO2201-C-4650                 ,120.6,179.6,104.6,2298,3342.93,1239,-790.0,162.8,162.8,121,41.8,41.8,0.9250
IO2201-C-4700                 ,77,132,64.2,6691,6791.282,1886,-829.0,118,118,77.8,40.2,40.2,0.8440
IO2201-C-4750                 ,42,85,33,11124,6685.554,2456,-1126.0,69,69,42.2,26.8,26.8,0.7790
IO2201-C-4800                 ,18.4,45.2,14.2,15190,4425.392,5011,-1215.0,32,32,18.4,13.6,13.6,0.5550
IO2201-C-4850                 ,6.4,19,5.2,13527,1579.34,5424,-1004.0,11,11,6.6,4.4,4.4,0.2720
IO2201-C-4900                 ,2.6,7.2,2.2,6284,268.586,7925,-724.0,3.2,3.2,2.8,0.4,0.4,0.0980
IO2201-C-4950                 ,2,2.8,.8,2473,35.482,5534,-708.0,1.4,1.4,1.2,0.2,0.2,0.0430
