合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1908                        ,4694,4732,4668.4,45884,4310608.288,37792,-9032.0,4672,4676.2,4634.4,37.6,41.8,--,--
IC1909                        ,4641,4677.4,4613.2,32372,3005650.672,67232,10596.0,4617.2,4620.6,4576,41.2,44.6,--,--
IC1912                        ,4500,4544,4480,4725,426036.288,25269,4.0,4480.2,4487,4441,39.2,46.0,--,--
IC2003                        ,4400,4438,4380,1405,123845.264,9518,170.0,4383.8,4387.2,4341.8,42.0,45.4,--,--
小计,,,,84386,7866140.512,139811.0,1738.0,,,,,,
IF1908                        ,3698,3706.8,3671.4,57209,6330116.82,43055,-9701.0,3673.4,3676.2,3645.6,27.8,30.6,--,--
IF1909                        ,3682,3687.2,3653.4,31708,3489880.71,53934,9816.0,3653.6,3657.6,3627,26.6,30.6,--,--
IF1912                        ,3652.4,3670.4,3639.2,3567,391001.694,13859,393.0,3639.4,3644,3609.8,29.6,34.2,--,--
IF2003                        ,3651,3661,3633.4,359,39266.91,2309,95.0,3633.4,3637.8,3602,31.4,35.8,--,--
小计,,,,92843,10250266.134,113157.0,603.0,,,,,,
IH1908                        ,2824.6,2829.4,2798,20250,1708393.776,19411,-3137.0,2799.8,2802.8,2781,18.8,21.8,--,--
IH1909                        ,2812,2815,2783.6,10758,902780.514,24904,2670.0,2784.6,2787.6,2765.4,19.2,22.2,--,--
IH1912                        ,2778.4,2789.8,2766,1856,154585.668,9638,374.0,2766,2769,2744.8,21.2,24.2,--,--
IH2003                        ,2771,2780,2760.4,291,24171.258,2131,5.0,2764,2764.2,2738.2,25.8,26.0,--,--
小计,,,,33155,2789931.216,56084.0,-88.0,,,,,,
T1909                         ,99.26,99.45,99.18,25922,2575124.975,32851,-7130.0,99.305,99.32,99.335,-0.030,-0.015,--,--
T1912                         ,98.825,99.16,98.825,28248,2797618.305,48835,7212.0,99.02,99.025,98.995,0.025,0.030,--,--
T2003                         ,98.47,98.76,98.47,120,11839.11,887,20.0,98.64,98.65,98.64,0.00,0.01,--,--
小计,,,,54290,5384582.390,82573.0,102.0,,,,,,
TF1909                        ,100.255,100.335,100.215,6895,691344.915,9360,-1960.0,100.27,100.255,100.305,-0.035,-0.050,--,--
TF1912                        ,100.12,100.215,100.04,6505,651367.595,17651,2573.0,100.12,100.12,100.135,-0.015,-0.015,--,--
TF2003                        ,99.85,99.92,99.85,42,4195.66,546,7.0,99.85,99.85,99.85,0.00,0.00,--,--
小计,,,,13442,1346908.170,27557.0,620.0,,,,,,
TS1909                        ,100.44,100.475,100.43,5013,1007090.82,3671,-114.0,100.44,100.435,100.46,-0.02,-0.025,--,--
TS1912                        ,100.275,100.34,100.275,520,104335.09,3096,168.0,100.32,100.315,100.325,-0.005,-0.010,--,--
TS2003                        ,100.15,100.165,100.125,356,71307.05,1288,23.0,100.15,100.15,100.155,-0.005,-0.005,--,--
小计,,,,5889,1182732.96,8055.0,77.0,,,,,,
合计,,,,284005,28820561.382,427237.0,3052.0,,,,,,
