合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1601                        ,7442,7543,7411.2,7661,1145614.156,14413,551.0,7511.4,7517.6,7400.8,110.6,116.8,--,--
IC1602                        ,7249.8,7330.6,7222,110,15982.912,550,-3.0,7297,7312,7195.8,101.2,116.2,--,--
IC1603                        ,7078.4,7146,7042.8,375,53245.328,2166,15.0,7142.4,7132.8,7032.6,109.8,100.2,--,--
IC1606                        ,6668.4,6739.8,6648.4,68,9109.956,795,5.0,6730.2,6725.8,6646.6,83.6,79.2,--,--
小计,,,,8214,1223952.352,17924.0,568.0,,,,,,
IF1601                        ,3706.8,3718.6,3665,13244,1468429.206,29288,-5.0,3696.8,3700.8,3701.8,-5.0,-1.0,--,--
IF1602                        ,3662.2,3670,3620,238,26058.15,1091,57.0,3646.8,3651,3653.4,-6.6,-2.4,--,--
IF1603                        ,3622.2,3637,3580.6,855,92696.49,5726,75.0,3613.6,3615.8,3620,-6.4,-4.2,--,--
IF1606                        ,3542,3542,3499.8,114,12047.712,1380,12.0,3521.6,3524,3527,-5.4,-3.0,--,--
小计,,,,14451,1599231.558,37485.0,139.0,,,,,,
IH1601                        ,2417.4,2422.6,2386,5852,422178.066,11588,-118.0,2404.6,2405.4,2413.8,-9.2,-8.4,--,--
IH1602                        ,2395.2,2396.8,2362.2,129,9204.936,582,55.0,2382,2379.2,2390.4,-8.4,-11.2,--,--
IH1603                        ,2379.2,2379.2,2348,325,23047.296,3279,-40.0,2362.6,2362,2370,-7.4,-8.0,--,--
IH1606                        ,2335.2,2335.2,2305.8,48,3341.19,713,9.0,2324.6,2324.4,2335,-10.4,-10.6,--,--
小计,,,,6354,457771.488,16162.0,-94.0,,,,,,
T1603                         ,100.19,100.275,100.01,19466,1949234.96,25926,-218.0,100.15,100.175,100.27,-0.12,-0.095,--,--
T1606                         ,100.03,100.14,99.9,634,63391.22,4095,173.0,100,100.025,100.14,-0.14,-0.115,--,--
T1609                         ,100.03,100.105,99.92,152,15196.88,806,86.0,100,100.02,100.155,-0.155,-0.135,--,--
小计,,,,20252,2027823.06,30827.0,41.0,,,,,,
TF1603                        ,100.83,100.865,100.695,20558,2071758.73,23177,-495.0,100.785,100.805,100.83,-0.045,-0.025,--,--
TF1606                        ,100.65,100.725,100.58,226,22746.11,3618,45.0,100.67,100.66,100.705,-0.035,-0.045,--,--
TF1609                        ,100.68,100.715,100.6,67,6741.66,659,51.0,100.715,100.68,100.7,0.015,-0.02,--,--
小计,,,,20851,2101246.50,27454.0,-399.0,,,,,,
合计,,,,70122,7410024.958,129852.0,255.0,,,,,,
