合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,Delta
IC2212                        ,6173.6,6218,6138.2,60840,7517339.956,176138,872.0,6204.2,6206.8,6220.8,-16.6,-14.0,--
IC2301                        ,6169.8,6211.6,6139.4,1858,229389.416,1804,1804.0,6210,6199.4,6220.8,-10.8,-21.4,--
IC2303                        ,6140,6200,6124,13018,1603918.964,90801,-357.0,6187.4,6188,6198.6,-11.2,-10.6,--
IC2306                        ,6084.2,6124.6,6049.4,6389,778008.572,38575,389.0,6107.4,6113,6122,-14.6,-9.0,--
小计,,,,82105,10128656.908,307318.0,2708.0,,,,,,
IF2212                        ,3775.2,3781.8,3734.2,76464,8621503.554,133744,-547.0,3779.2,3774.8,3815.4,-36.2,-40.6,--
IF2301                        ,3770,3783.6,3733.2,1309,147813.828,1227,1227.0,3782,3777.6,3815.4,-33.4,-37.8,--
IF2303                        ,3785,3789.6,3742.4,11906,1345106.316,45842,314.0,3788,3783,3822.2,-34.2,-39.2,--
IF2306                        ,3777.2,3778.6,3731.4,3182,358495.944,16295,217.0,3777,3771.8,3812,-35.0,-40.2,--
小计,,,,92861,10472919.642,197108.0,1211.0,,,,,,
IH2212                        ,2525.6,2526.6,2486.2,52035,3908605.638,89161,7014.0,2520.8,2516.4,2554.4,-33.6,-38.0,--
IH2301                        ,2523.4,2525.8,2493.2,1189,89482.734,1077,1077.0,2523.8,2521.4,2554.4,-30.6,-33.0,--
IH2303                        ,2540,2540,2501,7792,588709.374,23704,1205.0,2534.2,2531.4,2567.4,-33.2,-36.0,--
IH2306                        ,2537,2538.2,2497,2197,165638.004,6505,134.0,2529,2525.2,2559.8,-30.8,-34.6,--
小计,,,,63213,4752435.750,120447.0,9430.0,,,,,,
IM2212                        ,6606.2,6695.8,6581.2,39569,5260086.972,63153,-2690.0,6685,6685.4,6664.4,20.6,21.0,--
IM2301                        ,6600.2,6677.8,6575.6,1077,142911.96,970,970.0,6671.6,6670.2,6664.4,7.2,5.8,--
IM2303                        ,6553.6,6635,6519,9951,1311003.304,34241,1223.0,6624.4,6623.2,6599,25.4,24.2,--
IM2306                        ,6450,6536.6,6422,3209,416781.916,15196,130.0,6528.2,6527.6,6503,25.2,24.6,--
小计,,,,53806,7130784.152,113560.0,-367.0,,,,,,
IO2212-C-3150                 ,609.2,615.4,598,11,67.194,47,-6.0,615.4,630.8,665.4,-50.0,-34.6,0.9590
IO2212-C-3200                 ,553.8,567.6,553.6,19,107.82,53,10.0,567.6,581.4,615.8,-48.2,-34.4,0.9540
IO2212-C-3250                 ,502.2,529.2,497.2,61,318.024,56,7.0,529.2,531.4,566.2,-37.0,-34.8,0.9500
IO2212-C-3300                 ,455,468.2,448,17,78.538,98,5.0,467.2,483.2,516.8,-49.6,-33.6,0.9390
IO2212-C-3350                 ,413.4,422.6,405,13,54.078,63,-1.0,422.6,434,467.8,-45.2,-33.8,0.9300
IO2212-C-3400                 ,374,376,348.6,105,384.432,461,16.0,374,385.2,417.2,-43.2,-32.0,0.9180
IO2212-C-3450                 ,314,324,314,16,51.432,152,7.0,323.4,337.6,369,-45.6,-31.4,0.8990
IO2212-C-3500                 ,264.4,290,256.6,151,408.822,381,20.0,290,290.2,324,-34.0,-33.8,0.8770
IO2212-C-3550                 ,238.4,243.6,215.4,119,273.32,325,24.0,243.6,246.8,278.2,-34.6,-31.4,0.8340
IO2212-C-3600                 ,224.2,224.2,173.4,625,1176.428,997,47.0,204.2,206,235.2,-31.0,-29.2,0.7790
IO2212-C-3650                 ,160.4,164.4,135.8,485,724.284,1310,45.0,164,164,192,-28.0,-28.0,0.7230
IO2212-C-3700                 ,128.8,133.2,106,3614,4261.638,2461,226.0,133.2,133.2,155.2,-22.0,-22.0,0.6390
IO2212-C-3750                 ,100,102,79.8,4918,4422.758,2782,553.0,99.8,99.8,122,-22.2,-22.2,0.5560
IO2212-C-3800                 ,79.8,80,58.8,8910,6016.442,5430,1086.0,74.8,74.8,94.4,-19.6,-19.6,0.4650
IO2212-C-3850                 ,64.4,65,43.2,5231,2602.836,3795,539.0,54.6,54.6,72.2,-17.6,-17.6,0.3760
IO2212-C-3900                 ,42.2,44.2,31.2,5273,1892.426,4970,603.0,39.4,39.4,52.4,-13.0,-13.0,0.2950
IO2212-C-3950                 ,33.2,33.2,22,2472,627.482,2699,459.0,28,28,37.6,-9.6,-9.6,0.2260
IO2212-C-4000                 ,23.8,23.8,16.2,5521,1029.038,9542,1501.0,19.8,19.8,27.4,-7.6,-7.6,0.1700
IO2212-C-4050                 ,14.4,14.4,11,1234,162.736,2165,410.0,13.6,13.6,19,-5.4,-5.4,0.1250
IO2212-C-4100                 ,10,11,8,1816,174.21,2894,119.0,9.8,9.8,14,-4.2,-4.2,0.0930
IO2212-C-4150                 ,7.4,8.2,6,968,70.194,1628,139.0,7,7,9.8,-2.8,-2.8,0.0690
IO2212-C-4200                 ,8.4,8.4,4.6,954,52.03,3028,1.0,5.2,5.2,7.4,-2.2,-2.2,0.0520
IO2212-C-4250                 ,4.4,4.6,3.4,286,11.638,1019,63.0,3.8,3.8,5.6,-1.8,-1.8,0.0390
IO2212-C-4300                 ,4,4,2.8,706,22.872,2496,-33.0,3,3,4.6,-1.6,-1.6,0.0310
IO2212-C-4350                 ,2.8,2.8,2,193,4.73,434,57.0,2,2,3,-1.0,-1.0,0.0210
IO2212-C-4400                 ,1.8,2,1.6,298,5.842,1159,-52.0,1.8,1.8,2.6,-0.8,-0.8,0.0190
IO2212-C-4500                 ,1.4,1.6,1.4,318,4.724,1856,-76.0,1.4,1.4,1.6,-0.2,-0.2,0.0140
IO2212-C-4600                 ,1.2,1.2,1,51,0.586,1136,6.0,1.2,1,1.2,0.0,-0.2,0.0100
IO2212-C-4700                 ,1.2,1.2,.8,15,0.156,637,8.0,.8,.8,1,-0.2,-0.2,0.0070
IO2212-C-4800                 ,.8,.8,.8,6,0.046,574,-4.0,.8,.8,.6,0.2,0.2,0.0070
IO2212-C-4900                 ,.6,.6,.6,8,0.048,434,-6.0,.6,.6,.6,0.0,0.0,0.0050
IO2212-C-5000                 ,.6,.6,.6,106,0.624,606,-83.0,.6,.6,.2,0.4,0.4,0.0050
IO2212-C-5200                 ,.8,.8,.4,21,0.086,604,-7.0,.6,.6,.2,0.4,0.4,0.0040
IO2212-C-5400                 ,.4,.6,.4,103,0.382,663,-28.0,.6,.6,.2,0.4,0.4,0.0040
IO2212-C-5600                 ,.8,.8,.6,29,0.2,2430,1.0,.6,.6,.2,0.4,0.4,0.0040
IO2212-P-3150                 ,1.8,1.8,1.2,164,2.326,713,-19.0,1.4,1.4,.8,0.6,0.6,-0.0130
IO2212-P-3200                 ,2,2.2,1.6,182,2.966,449,-11.0,1.8,1.6,1,0.8,0.6,-0.0160
IO2212-P-3250                 ,2.2,2.6,1.8,171,3.426,745,18.0,2,2,1.6,0.4,0.4,-0.0190
IO2212-P-3300                 ,2.4,4,2.4,357,11.078,1218,-48.0,2.8,2.8,2.6,0.2,0.2,-0.0270
IO2212-P-3350                 ,4.8,5.6,3.8,388,16.646,1131,39.0,4,4,3.2,0.8,0.8,-0.0380
IO2212-P-3400                 ,6.4,7.4,5.2,574,33.124,1490,191.0,5.4,5.4,4.4,1.0,1.0,-0.0510
IO2212-P-3450                 ,8.8,10.8,7.4,1025,86.746,1527,268.0,7.6,7.6,6.4,1.2,1.2,-0.0710
IO2212-P-3500                 ,11.2,16.2,11,2395,314.104,3308,201.0,11.4,11.4,9.6,1.8,1.8,-0.1020
IO2212-P-3550                 ,16,22.6,15.6,1625,304.61,2076,138.0,16.2,16.2,13.2,3.0,3.0,-0.1400
IO2212-P-3600                 ,25,32.4,23.4,3077,850.038,2218,462.0,23.6,23.6,19.6,4.0,4.0,-0.1940
IO2212-P-3650                 ,39,46.4,34,3249,1293.046,2306,118.0,34.6,34.6,27.6,7.0,7.0,-0.2630
IO2212-P-3700                 ,50,65.8,48.6,6442,3695.85,2166,-30.0,48.6,48.6,41.2,7.4,7.4,-0.3450
IO2212-P-3750                 ,70,89.6,68.2,6514,5153.326,2452,255.0,68.8,68.8,57,11.8,11.8,-0.4400
IO2212-P-3800                 ,88,118.6,88,5769,6122.07,3655,184.0,93.8,93.8,79.4,14.4,14.4,-0.5380
IO2212-P-3850                 ,124.8,153,123,2297,3171.138,2013,115.0,123,123,108.2,14.8,14.8,-0.6360
IO2212-P-3900                 ,152,190,152,1420,2444.32,2783,186.0,157.2,157.4,136.8,20.4,20.6,-0.7250
IO2212-P-3950                 ,199.8,231.4,196.8,538,1156.386,1985,-142.0,196.8,195,171.8,25.0,23.2,-0.8060
IO2212-P-4000                 ,229.8,276,229.8,511,1330.866,2627,-124.0,240,238.8,214,26.0,24.8,-0.8590
IO2212-P-4050                 ,295,320,294,88,261.464,369,0.0,294,281.4,254,40.0,27.4,-0.9190
IO2212-P-4100                 ,364.8,364.8,327.6,63,214.89,420,-12.0,327.6,327.6,301.6,26.0,26.0,-0.9590
