合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,Delta
IC2106                        ,6642.2,6679,6630,46852,6236770.872,91207,-6527.0,6658,6654.4,6645.4,12.6,9.0,--
IC2107                        ,6589.8,6613.6,6568.4,6343,836416.708,23250,1042.0,6595,6588.4,6585.2,9.8,3.2,--
IC2109                        ,6465,6482.4,6441,10208,1319250.86,82412,416.0,6460.2,6456.4,6455.8,4.4,0.6,--
IC2112                        ,6294,6314,6276.8,5964,751047.56,39509,398.0,6295.6,6291,6294.6,1.0,-3.6,--
小计,,,,69367,9143486.000,236378.0,-4671.0,,,,,,
IF2106                        ,5212.2,5244.4,5204,84190,13195089.912,112961,-16555.0,5230.6,5224.4,5215.8,14.8,8.6,--
IF2107                        ,5183.8,5206.4,5167,6754,1050956.292,22716,435.0,5193,5186,5180.2,12.8,5.8,--
IF2109                        ,5133.8,5156,5118.4,16029,2470393.944,68299,-3315.0,5138.8,5134.4,5129.8,9.0,4.6,--
IF2112                        ,5093.2,5114.8,5075.4,2617,399989.244,12480,302.0,5095.4,5091,5091.6,3.8,-0.6,--
小计,,,,109590,17116429.392,216456.0,-19133.0,,,,,,
IH2106                        ,3575.4,3593.4,3560.6,39361,4225490.49,43114,-6925.0,3583,3577.6,3567.8,15.2,9.8,--
IH2107                        ,3542,3558.2,3528,4500,478416.846,10043,939.0,3546.6,3540.4,3534.6,12.0,5.8,--
IH2109                        ,3495,3516.8,3481.4,7793,817944.738,22904,-359.0,3498,3492,3491.4,6.6,0.6,--
IH2112                        ,3465,3483.8,3445.6,2120,220347.762,5247,325.0,3457.2,3453.8,3461.4,-4.2,-7.6,--
小计,,,,53774,5742199.836,81308.0,-6020.0,,,,,,
IO2106-C-3600                 ,1615,1615,1606.2,24,387.084,39,6.0,1606.2,1631.6,1615.2,-9.0,16.4,0.9790
IO2106-C-3700                 ,,,,0,0,49,0.0,1515,1523.8,1515.2,-0.2,8.6,0.9970
IO2106-C-3800                 ,1441.4,1441.4,1441.4,3,43.242,43,3.0,1441.4,1423.8,1415.2,26.2,8.6,0.9980
IO2106-C-3900                 ,,,,0,0,34,0.0,1294.8,1323.8,1322.6,-27.8,1.2,0.9980
IO2106-C-4000                 ,1230.6,1230.6,1229.4,4,49.056,29,-1.0,1229.4,1223.8,1222.8,6.6,1.0,0.9980
IO2106-C-4100                 ,,,,0,0,53,0.0,1157.6,1123.8,1122.8,34.8,1.0,0.9980
IO2106-C-4200                 ,,,,0,0,57,0.0,1057.8,1024,1023.4,34.4,0.6,0.9980
IO2106-C-4300                 ,,,,0,0,71,0.0,990.4,924,915.4,75.0,8.6,0.9970
IO2106-C-4400                 ,830.4,840,830.4,7,58.224,80,5.0,840,824,815.6,24.4,8.4,0.9970
IO2106-C-4450                 ,,,,0,0,39,0.0,828,774.2,765.6,62.4,8.6,0.9960
IO2106-C-4500                 ,730.6,730.6,724.6,19,137.692,68,-3.0,724.6,724.2,715.8,8.8,8.4,0.9960
IO2106-C-4550                 ,680.8,680.8,678.4,4,27.2,38,1.0,678.4,674.4,665.8,12.6,8.6,0.9950
IO2106-C-4600                 ,626.2,626.2,626.2,3,18.786,77,0.0,626.2,624.4,616,10.2,8.4,0.9940
IO2106-C-4650                 ,,,,0,0,22,0.0,627.8,574.6,566.4,61.4,8.2,0.9910
IO2106-C-4700                 ,524.2,537.8,517,26,136.554,211,-5.0,517,525,516.8,0.2,8.2,0.9880
IO2106-C-4750                 ,,,,0,0,78,0.0,452.4,475.4,467.4,-15.0,8.0,0.9830
IO2106-C-4800                 ,428,438,418,25,107.014,336,-8.0,432,433.2,418.4,13.6,14.8,0.9320
IO2106-C-4850                 ,370.6,388.6,370.6,97,368.002,382,-21.0,384.2,383.8,375.2,9.0,8.6,0.9230
IO2106-C-4900                 ,320.8,347,311.4,119,389.388,1121,-31.0,339.2,339.2,322.2,17.0,17.0,0.8900
