合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,隐含波动率(%),Delta
IC1711                        ,6531.2,6574.8,6513.6,6801,891160.184,4054,-4270.0,6556,6560.8,6528.4,27.6,32.4,--,--
IC1712                        ,6483,6529.8,6472.2,7847,1021430.16,20425,3842.0,6506.8,6514.4,6483,23.8,31.4,--,--
IC1803                        ,6379,6425,6372,470,60206.6,3273,207.0,6406.2,6413.2,6380.4,25.8,32.8,--,--
IC1806                        ,6318,6352,6309,162,20519.696,1028,47.0,6326,6334.4,6317.6,8.4,16.8,--,--
小计,,,,15280,1993316.640,28780.0,-174.0,,,,,,
IF1711                        ,4071.6,4112.4,4070.8,9306,1142400.282,5680,-5731.0,4106.2,4106.6,4078,28.2,28.6,--,--
IF1712                        ,4070.8,4111.4,4069,11615,1425649.26,30075,5007.0,4107,4105.2,4074,33.0,31.2,--,--
IF1803                        ,4066,4109.8,4066,896,109857.78,5594,112.0,4104.8,4103,4070.8,34.0,32.2,--,--
IF1806                        ,4073,4115,4071.4,192,23551.02,1405,19.0,4103,4103.4,4073,30.0,30.4,--,--
小计,,,,22009,2701458.342,42754.0,-593.0,,,,,,
IH1711                        ,2844.6,2881.8,2842,6167,529839.264,3926,-3434.0,2879.6,2877,2851.8,27.8,25.2,--,--
IH1712                        ,2857.8,2892,2855.2,7130,614871.288,15617,3228.0,2886.6,2886,2860,26.6,26.0,--,--
IH1803                        ,2876.8,2910.2,2874.4,299,25945.626,2830,76.0,2909.2,2906.2,2879.8,29.4,26.4,--,--
IH1806                        ,2886.4,2918.6,2886.4,115,10004.85,713,35.0,2915.8,2913,2890,25.8,23.0,--,--
小计,,,,13711,1180661.028,23086.0,-95.0,,,,,,
T1712                         ,92.34,92.58,92.315,9163,847329.245,8488,-3146.0,92.52,92.52,92.335,0.185,0.185,--,--
T1803                         ,92.51,92.825,92.48,47756,4426396.86,58736,10.0,92.725,92.73,92.475,0.250,0.255,--,--
T1806                         ,92.735,93.085,92.735,122,11337.24,632,13.0,93,92.98,92.705,0.295,0.275,--,--
小计,,,,57041,5285063.345,67856.0,-3123.0,,,,,,
TF1712                        ,96.01,96.175,96.01,7321,703716.045,7902,-3568.0,96.125,96.12,96.015,0.110,0.105,--,--
TF1803                        ,96.35,96.495,96.32,15995,1542513.645,43394,2680.0,96.435,96.42,96.31,0.125,0.11,--,--
TF1806                        ,,,,0,0,7,0.0,96.445,96.47,96.365,0.080,0.105,--,--
小计,,,,23316,2246229.690,51303.0,-888.0,,,,,,
合计,,,,131357,13406729.045,213779.0,-4873.0,,,,,,
